COG ID	Catergory Code	Catergory	
COG0132	H	Coenzyme transport and metabolism	
COG0142	H	Coenzyme transport and metabolism	
COG0147	H	Coenzyme transport and metabolism	
COG0156	H	Coenzyme transport and metabolism	
COG0157	H	Coenzyme transport and metabolism	
COG0161	H	Coenzyme transport and metabolism	
COG0163	H	Coenzyme transport and metabolism	
COG0171	H	Coenzyme transport and metabolism	
COG0175	H	Coenzyme transport and metabolism	
COG0181	H	Coenzyme transport and metabolism	
COG0189	H	Coenzyme transport and metabolism	
COG0190	H	Coenzyme transport and metabolism	
COG0192	H	Coenzyme transport and metabolism	
COG0196	H	Coenzyme transport and metabolism	
COG0212	H	Coenzyme transport and metabolism	
COG0214	H	Coenzyme transport and metabolism	
COG0237	H	Coenzyme transport and metabolism	
COG0259	H	Coenzyme transport and metabolism	
COG0262	H	Coenzyme transport and metabolism	
COG0276	H	Coenzyme transport and metabolism	
COG0285	H	Coenzyme transport and metabolism	
COG0294	H	Coenzyme transport and metabolism	
COG0301	H	Coenzyme transport and metabolism	
COG0302	H	Coenzyme transport and metabolism	
COG0303	H	Coenzyme transport and metabolism	
COG0307	H	Coenzyme transport and metabolism	
COG0311	H	Coenzyme transport and metabolism	
COG0314	H	Coenzyme transport and metabolism	
COG0315	H	Coenzyme transport and metabolism	
COG0320	H	Coenzyme transport and metabolism	
COG0321	H	Coenzyme transport and metabolism	
COG0327	H	Coenzyme transport and metabolism	
COG0340	H	Coenzyme transport and metabolism	
COG0351	H	Coenzyme transport and metabolism	
COG0352	H	Coenzyme transport and metabolism	
COG0368	H	Coenzyme transport and metabolism	
COG0373	H	Coenzyme transport and metabolism	
COG0379	H	Coenzyme transport and metabolism	
COG0382	H	Coenzyme transport and metabolism	
COG0391	H	Coenzyme transport and metabolism	
COG0407	H	Coenzyme transport and metabolism	
COG0408	H	Coenzyme transport and metabolism	
COG0413	H	Coenzyme transport and metabolism	
COG0414	H	Coenzyme transport and metabolism	
COG0422	H	Coenzyme transport and metabolism	
COG0432	H	Coenzyme transport and metabolism	
COG0447	H	Coenzyme transport and metabolism	
COG0452	H	Coenzyme transport and metabolism	
COG0476	H	Coenzyme transport and metabolism	
COG0499	H	Coenzyme transport and metabolism	
COG0502	H	Coenzyme transport and metabolism	
COG0510	H	Coenzyme transport and metabolism	
COG0511	H	Coenzyme transport and metabolism	
COG0512	H	Coenzyme transport and metabolism	
COG0521	H	Coenzyme transport and metabolism	
COG0543	H	Coenzyme transport and metabolism	
COG0561	H	Coenzyme transport and metabolism	
COG0596	H	Coenzyme transport and metabolism	
COG0611	H	Coenzyme transport and metabolism	
COG0619	H	Coenzyme transport and metabolism	
COG0635	H	Coenzyme transport and metabolism	
COG0654	H	Coenzyme transport and metabolism	
COG0661	H	Coenzyme transport and metabolism	
COG0669	H	Coenzyme transport and metabolism	
COG0720	H	Coenzyme transport and metabolism	
COG0746	H	Coenzyme transport and metabolism	
COG0801	H	Coenzyme transport and metabolism	
COG0807	H	Coenzyme transport and metabolism	
COG0819	H	Coenzyme transport and metabolism	
COG0853	H	Coenzyme transport and metabolism	
COG0854	H	Coenzyme transport and metabolism	
COG1010	H	Coenzyme transport and metabolism	
COG1011	H	Coenzyme transport and metabolism	
COG1019	H	Coenzyme transport and metabolism	
COG1052	H	Coenzyme transport and metabolism	
COG1056	H	Coenzyme transport and metabolism	
COG1057	H	Coenzyme transport and metabolism	
COG1060	H	Coenzyme transport and metabolism	
COG1072	H	Coenzyme transport and metabolism	
COG1120	H	Coenzyme transport and metabolism	
COG1154	H	Coenzyme transport and metabolism	
COG1165	H	Coenzyme transport and metabolism	
COG1169	H	Coenzyme transport and metabolism	
COG1232	H	Coenzyme transport and metabolism	
COG1239	H	Coenzyme transport and metabolism	
COG1240	H	Coenzyme transport and metabolism	
COG1268	H	Coenzyme transport and metabolism	
COG1270	H	Coenzyme transport and metabolism	
COG1335	H	Coenzyme transport and metabolism	
COG1339	H	Coenzyme transport and metabolism	
COG1402	H	Coenzyme transport and metabolism	
COG1424	H	Coenzyme transport and metabolism	
COG1429	H	Coenzyme transport and metabolism	
COG1441	H	Coenzyme transport and metabolism	
COG1469	H	Coenzyme transport and metabolism	
COG1477	H	Coenzyme transport and metabolism	
COG1478	H	Coenzyme transport and metabolism	
COG1488	H	Coenzyme transport and metabolism	
COG1492	H	Coenzyme transport and metabolism	
COG1521	H	Coenzyme transport and metabolism	
COG1539	H	Coenzyme transport and metabolism	
COG1541	H	Coenzyme transport and metabolism	
COG1546	H	Coenzyme transport and metabolism	
COG1564	H	Coenzyme transport and metabolism	
COG1575	H	Coenzyme transport and metabolism	
COG1587	H	Coenzyme transport and metabolism	
COG1612	H	Coenzyme transport and metabolism	
COG1635	H	Coenzyme transport and metabolism	
COG1648	H	Coenzyme transport and metabolism	
COG1701	H	Coenzyme transport and metabolism	
COG1731	H	Coenzyme transport and metabolism	
COG1763	H	Coenzyme transport and metabolism	
COG1767	H	Coenzyme transport and metabolism	
COG1797	H	Coenzyme transport and metabolism	
COG1809	H	Coenzyme transport and metabolism	
COG1812	H	Coenzyme transport and metabolism	
COG1827	H	Coenzyme transport and metabolism	
COG1829	H	Coenzyme transport and metabolism	
COG1865	H	Coenzyme transport and metabolism	
COG1893	H	Coenzyme transport and metabolism	
COG1903	H	Coenzyme transport and metabolism	
COG1912	H	Coenzyme transport and metabolism	
COG1920	H	Coenzyme transport and metabolism	
COG1932	H	Coenzyme transport and metabolism	
COG1953	H	Coenzyme transport and metabolism	
COG1962	H	Coenzyme transport and metabolism	
COG1977	H	Coenzyme transport and metabolism	
COG1985	H	Coenzyme transport and metabolism	
COG1995	H	Coenzyme transport and metabolism	
COG2022	H	Coenzyme transport and metabolism	
COG2038	H	Coenzyme transport and metabolism	
COG2045	H	Coenzyme transport and metabolism	
COG2068	H	Coenzyme transport and metabolism	
COG2073	H	Coenzyme transport and metabolism	
COG2082	H	Coenzyme transport and metabolism	
COG2087	H	Coenzyme transport and metabolism	
COG2091	H	Coenzyme transport and metabolism	
COG2096	H	Coenzyme transport and metabolism	
COG2099	H	Coenzyme transport and metabolism	
COG2104	H	Coenzyme transport and metabolism	
COG2109	H	Coenzyme transport and metabolism	
COG2138	H	Coenzyme transport and metabolism	
COG2141	H	Coenzyme transport and metabolism	
COG2145	H	Coenzyme transport and metabolism	
COG2154	H	Coenzyme transport and metabolism	
COG2226	H	Coenzyme transport and metabolism	
COG2227	H	Coenzyme transport and metabolism	
COG2236	H	Coenzyme transport and metabolism	
COG2240	H	Coenzyme transport and metabolism	
COG2241	H	Coenzyme transport and metabolism	
COG2242	H	Coenzyme transport and metabolism	
COG2243	H	Coenzyme transport and metabolism	
COG2266	H	Coenzyme transport and metabolism	
COG2329	H	Coenzyme transport and metabolism	
COG2875	H	Coenzyme transport and metabolism	
COG2896	H	Coenzyme transport and metabolism	
COG2918	H	Coenzyme transport and metabolism	
COG2941	H	Coenzyme transport and metabolism	
COG2978	H	Coenzyme transport and metabolism	
COG3161	H	Coenzyme transport and metabolism	
COG3165	H	Coenzyme transport and metabolism	
COG3172	H	Coenzyme transport and metabolism	
COG3201	H	Coenzyme transport and metabolism	
COG3252	H	Coenzyme transport and metabolism	
COG3445	H	Coenzyme transport and metabolism	
COG3572	H	Coenzyme transport and metabolism	
COG3585	H	Coenzyme transport and metabolism	
COG3601	H	Coenzyme transport and metabolism	
COG3697	H	Coenzyme transport and metabolism	
COG3840	H	Coenzyme transport and metabolism	
COG3859	H	Coenzyme transport and metabolism	
COG3961	H	Coenzyme transport and metabolism	
COG4032	H	Coenzyme transport and metabolism	
COG4054	H	Coenzyme transport and metabolism	
COG4055	H	Coenzyme transport and metabolism	
COG4056	H	Coenzyme transport and metabolism	
COG4057	H	Coenzyme transport and metabolism	
COG4058	H	Coenzyme transport and metabolism	
COG4059	H	Coenzyme transport and metabolism	
COG4060	H	Coenzyme transport and metabolism	
COG4061	H	Coenzyme transport and metabolism	
COG4062	H	Coenzyme transport and metabolism	
COG4063	H	Coenzyme transport and metabolism	
COG4064	H	Coenzyme transport and metabolism	
COG4138	H	Coenzyme transport and metabolism	
COG4139	H	Coenzyme transport and metabolism	
COG4143	H	Coenzyme transport and metabolism	
COG4145	H	Coenzyme transport and metabolism	
COG4206	H	Coenzyme transport and metabolism	
COG4218	H	Coenzyme transport and metabolism	
COG4256	H	Coenzyme transport and metabolism	
COG4547	H	Coenzyme transport and metabolism	
COG4635	H	Coenzyme transport and metabolism	
COG4721	H	Coenzyme transport and metabolism	
COG4822	H	Coenzyme transport and metabolism	
COG5031	H	Coenzyme transport and metabolism	
COG5146	H	Coenzyme transport and metabolism	
COG5398	H	Coenzyme transport and metabolism	
COG5424	H	Coenzyme transport and metabolism	
COG5590	H	Coenzyme transport and metabolism	
COG5598	H	Coenzyme transport and metabolism	
COG0020	I	Lipid transport and metabolism	
COG0109	I	Lipid transport and metabolism	
COG0183	I	Lipid transport and metabolism	
COG0204	I	Lipid transport and metabolism	
COG0236	I	Lipid transport and metabolism	
COG0245	I	Lipid transport and metabolism	
COG0304	I	Lipid transport and metabolism	
COG0318	I	Lipid transport and metabolism	
COG0331	I	Lipid transport and metabolism	
COG0332	I	Lipid transport and metabolism	
COG0344	I	Lipid transport and metabolism	
COG0365	I	Lipid transport and metabolism	
COG0386	I	Lipid transport and metabolism	
COG0416	I	Lipid transport and metabolism	
COG0439	I	Lipid transport and metabolism	
COG0446	I	Lipid transport and metabolism	
COG0511	I	Lipid transport and metabolism	
COG0558	I	Lipid transport and metabolism	
COG0575	I	Lipid transport and metabolism	
COG0584	I	Lipid transport and metabolism	
COG0623	I	Lipid transport and metabolism	
COG0657	I	Lipid transport and metabolism	
COG0671	I	Lipid transport and metabolism	
COG0688	I	Lipid transport and metabolism	
COG0736	I	Lipid transport and metabolism	
COG0743	I	Lipid transport and metabolism	
COG0761	I	Lipid transport and metabolism	
COG0764	I	Lipid transport and metabolism	
COG0777	I	Lipid transport and metabolism	
COG0818	I	Lipid transport and metabolism	
COG0821	I	Lipid transport and metabolism	
COG0824	I	Lipid transport and metabolism	
COG0825	I	Lipid transport and metabolism	
COG1022	I	Lipid transport and metabolism	
COG1024	I	Lipid transport and metabolism	
COG1028	I	Lipid transport and metabolism	
COG1075	I	Lipid transport and metabolism	
COG1133	I	Lipid transport and metabolism	
COG1154	I	Lipid transport and metabolism	
COG1183	I	Lipid transport and metabolism	
COG1211	I	Lipid transport and metabolism	
COG1213	I	Lipid transport and metabolism	
COG1250	I	Lipid transport and metabolism	
COG1257	I	Lipid transport and metabolism	
COG1260	I	Lipid transport and metabolism	
COG1267	I	Lipid transport and metabolism	
COG1304	I	Lipid transport and metabolism	
COG1307	I	Lipid transport and metabolism	
COG1398	I	Lipid transport and metabolism	
COG1443	I	Lipid transport and metabolism	
COG1502	I	Lipid transport and metabolism	
COG1560	I	Lipid transport and metabolism	
COG1562	I	Lipid transport and metabolism	
COG1577	I	Lipid transport and metabolism	
COG1597	I	Lipid transport and metabolism	
COG1607	I	Lipid transport and metabolism	
COG1608	I	Lipid transport and metabolism	
COG1646	I	Lipid transport and metabolism	
COG1657	I	Lipid transport and metabolism	
COG1788	I	Lipid transport and metabolism	
COG1804	I	Lipid transport and metabolism	
COG1884	I	Lipid transport and metabolism	
COG1887	I	Lipid transport and metabolism	
COG1924	I	Lipid transport and metabolism	
COG1946	I	Lipid transport and metabolism	
COG1947	I	Lipid transport and metabolism	
COG1960	I	Lipid transport and metabolism	
COG1968	I	Lipid transport and metabolism	
COG2030	I	Lipid transport and metabolism	
COG2031	I	Lipid transport and metabolism	
COG2057	I	Lipid transport and metabolism	
COG2067	I	Lipid transport and metabolism	
COG2084	I	Lipid transport and metabolism	
COG2134	I	Lipid transport and metabolism	
COG2185	I	Lipid transport and metabolism	
COG2230	I	Lipid transport and metabolism	
COG2246	I	Lipid transport and metabolism	
COG2267	I	Lipid transport and metabolism	
COG2272	I	Lipid transport and metabolism	
COG2303	I	Lipid transport and metabolism	
COG2854	I	Lipid transport and metabolism	
COG2930	I	Lipid transport and metabolism	
COG2937	I	Lipid transport and metabolism	
COG3000	I	Lipid transport and metabolism	
COG3007	I	Lipid transport and metabolism	
COG3124	I	Lipid transport and metabolism	
COG3154	I	Lipid transport and metabolism	
COG3239	I	Lipid transport and metabolism	
COG3240	I	Lipid transport and metabolism	
COG3243	I	Lipid transport and metabolism	
COG3255	I	Lipid transport and metabolism	
COG3356	I	Lipid transport and metabolism	
COG3407	I	Lipid transport and metabolism	
COG3425	I	Lipid transport and metabolism	
COG3470	I	Lipid transport and metabolism	
COG3475	I	Lipid transport and metabolism	
COG3675	I	Lipid transport and metabolism	
COG3697	I	Lipid transport and metabolism	
COG3777	I	Lipid transport and metabolism	
COG3882	I	Lipid transport and metabolism	
COG3884	I	Lipid transport and metabolism	
COG3890	I	Lipid transport and metabolism	
COG3963	I	Lipid transport and metabolism	
COG3967	I	Lipid transport and metabolism	
COG4247	I	Lipid transport and metabolism	
COG4281	I	Lipid transport and metabolism	
COG4395	I	Lipid transport and metabolism	
COG4553	I	Lipid transport and metabolism	
COG4667	I	Lipid transport and metabolism	
COG4670	I	Lipid transport and metabolism	
COG4677	I	Lipid transport and metabolism	
COG4706	I	Lipid transport and metabolism	
COG4750	I	Lipid transport and metabolism	
COG4770	I	Lipid transport and metabolism	
COG4781	I	Lipid transport and metabolism	
COG4799	I	Lipid transport and metabolism	
COG4850	I	Lipid transport and metabolism	
COG4981	I	Lipid transport and metabolism	
COG4982	I	Lipid transport and metabolism	
COG5029	I	Lipid transport and metabolism	
COG5083	I	Lipid transport and metabolism	
COG5274	I	Lipid transport and metabolism	
COG5379	I	Lipid transport and metabolism	
COG0008	J	Translation, ribosomal structure and biogenesis	
COG0009	J	Translation, ribosomal structure and biogenesis	
COG0012	J	Translation, ribosomal structure and biogenesis	
COG0013	J	Translation, ribosomal structure and biogenesis	
COG0016	J	Translation, ribosomal structure and biogenesis	
COG0017	J	Translation, ribosomal structure and biogenesis	
COG0018	J	Translation, ribosomal structure and biogenesis	
COG0023	J	Translation, ribosomal structure and biogenesis	
COG0024	J	Translation, ribosomal structure and biogenesis	
COG0030	J	Translation, ribosomal structure and biogenesis	
COG0037	J	Translation, ribosomal structure and biogenesis	
COG0042	J	Translation, ribosomal structure and biogenesis	
COG0048	J	Translation, ribosomal structure and biogenesis	
COG0049	J	Translation, ribosomal structure and biogenesis	
COG0050	J	Translation, ribosomal structure and biogenesis	
COG0051	J	Translation, ribosomal structure and biogenesis	
COG0052	J	Translation, ribosomal structure and biogenesis	
COG0060	J	Translation, ribosomal structure and biogenesis	
COG0064	J	Translation, ribosomal structure and biogenesis	
COG0072	J	Translation, ribosomal structure and biogenesis	
COG0073	J	Translation, ribosomal structure and biogenesis	
COG0080	J	Translation, ribosomal structure and biogenesis	
COG0081	J	Translation, ribosomal structure and biogenesis	
COG0087	J	Translation, ribosomal structure and biogenesis	
COG0088	J	Translation, ribosomal structure and biogenesis	
COG0089	J	Translation, ribosomal structure and biogenesis	
COG0090	J	Translation, ribosomal structure and biogenesis	
COG0091	J	Translation, ribosomal structure and biogenesis	
COG0092	J	Translation, ribosomal structure and biogenesis	
COG0093	J	Translation, ribosomal structure and biogenesis	
COG0094	J	Translation, ribosomal structure and biogenesis	
COG0096	J	Translation, ribosomal structure and biogenesis	
COG0097	J	Translation, ribosomal structure and biogenesis	
COG0098	J	Translation, ribosomal structure and biogenesis	
COG0099	J	Translation, ribosomal structure and biogenesis	
COG0100	J	Translation, ribosomal structure and biogenesis	
COG0101	J	Translation, ribosomal structure and biogenesis	
COG0102	J	Translation, ribosomal structure and biogenesis	
COG0103	J	Translation, ribosomal structure and biogenesis	
COG0116	J	Translation, ribosomal structure and biogenesis	
COG0124	J	Translation, ribosomal structure and biogenesis	
COG0130	J	Translation, ribosomal structure and biogenesis	
COG0143	J	Translation, ribosomal structure and biogenesis	
COG0144	J	Translation, ribosomal structure and biogenesis	
COG0154	J	Translation, ribosomal structure and biogenesis	
COG0162	J	Translation, ribosomal structure and biogenesis	
COG0172	J	Translation, ribosomal structure and biogenesis	
COG0173	J	Translation, ribosomal structure and biogenesis	
COG0180	J	Translation, ribosomal structure and biogenesis	
COG0184	J	Translation, ribosomal structure and biogenesis	
COG0185	J	Translation, ribosomal structure and biogenesis	
COG0186	J	Translation, ribosomal structure and biogenesis	
COG0189	J	Translation, ribosomal structure and biogenesis	
COG0193	J	Translation, ribosomal structure and biogenesis	
COG0197	J	Translation, ribosomal structure and biogenesis	
COG0198	J	Translation, ribosomal structure and biogenesis	
COG0199	J	Translation, ribosomal structure and biogenesis	
COG0200	J	Translation, ribosomal structure and biogenesis	
COG0203	J	Translation, ribosomal structure and biogenesis	
COG0211	J	Translation, ribosomal structure and biogenesis	
COG0215	J	Translation, ribosomal structure and biogenesis	
COG0216	J	Translation, ribosomal structure and biogenesis	
COG0217	J	Translation, ribosomal structure and biogenesis	
COG0219	J	Translation, ribosomal structure and biogenesis	
COG0220	J	Translation, ribosomal structure and biogenesis	
COG0222	J	Translation, ribosomal structure and biogenesis	
COG0223	J	Translation, ribosomal structure and biogenesis	
COG0227	J	Translation, ribosomal structure and biogenesis	
COG0228	J	Translation, ribosomal structure and biogenesis	
COG0230	J	Translation, ribosomal structure and biogenesis	
COG0231	J	Translation, ribosomal structure and biogenesis	
COG0233	J	Translation, ribosomal structure and biogenesis	
COG0238	J	Translation, ribosomal structure and biogenesis	
COG0242	J	Translation, ribosomal structure and biogenesis	
COG0244	J	Translation, ribosomal structure and biogenesis	
COG0252	J	Translation, ribosomal structure and biogenesis	
COG0254	J	Translation, ribosomal structure and biogenesis	
COG0255	J	Translation, ribosomal structure and biogenesis	
COG0256	J	Translation, ribosomal structure and biogenesis	
COG0257	J	Translation, ribosomal structure and biogenesis	
COG0261	J	Translation, ribosomal structure and biogenesis	
COG0264	J	Translation, ribosomal structure and biogenesis	
COG0267	J	Translation, ribosomal structure and biogenesis	
COG0268	J	Translation, ribosomal structure and biogenesis	
COG0275	J	Translation, ribosomal structure and biogenesis	
COG0290	J	Translation, ribosomal structure and biogenesis	
COG0291	J	Translation, ribosomal structure and biogenesis	
COG0292	J	Translation, ribosomal structure and biogenesis	
COG0293	J	Translation, ribosomal structure and biogenesis	
COG0301	J	Translation, ribosomal structure and biogenesis	
COG0313	J	Translation, ribosomal structure and biogenesis	
COG0319	J	Translation, ribosomal structure and biogenesis	
COG0324	J	Translation, ribosomal structure and biogenesis	
COG0333	J	Translation, ribosomal structure and biogenesis	
COG0335	J	Translation, ribosomal structure and biogenesis	
COG0336	J	Translation, ribosomal structure and biogenesis	
COG0343	J	Translation, ribosomal structure and biogenesis	
COG0349	J	Translation, ribosomal structure and biogenesis	
COG0357	J	Translation, ribosomal structure and biogenesis	
COG0359	J	Translation, ribosomal structure and biogenesis	
COG0360	J	Translation, ribosomal structure and biogenesis	
COG0361	J	Translation, ribosomal structure and biogenesis	
COG0423	J	Translation, ribosomal structure and biogenesis	
COG0441	J	Translation, ribosomal structure and biogenesis	
COG0442	J	Translation, ribosomal structure and biogenesis	
COG0445	J	Translation, ribosomal structure and biogenesis	
COG0456	J	Translation, ribosomal structure and biogenesis	
COG0480	J	Translation, ribosomal structure and biogenesis	
COG0481	J	Translation, ribosomal structure and biogenesis	
COG0482	J	Translation, ribosomal structure and biogenesis	
COG0486	J	Translation, ribosomal structure and biogenesis	
COG0495	J	Translation, ribosomal structure and biogenesis	
COG0522	J	Translation, ribosomal structure and biogenesis	
COG0525	J	Translation, ribosomal structure and biogenesis	
COG0532	J	Translation, ribosomal structure and biogenesis	
COG0533	J	Translation, ribosomal structure and biogenesis	
COG0539	J	Translation, ribosomal structure and biogenesis	
COG0564	J	Translation, ribosomal structure and biogenesis	
COG0565	J	Translation, ribosomal structure and biogenesis	
COG0566	J	Translation, ribosomal structure and biogenesis	
COG0585	J	Translation, ribosomal structure and biogenesis	
COG0590	J	Translation, ribosomal structure and biogenesis	
COG0594	J	Translation, ribosomal structure and biogenesis	
COG0595	J	Translation, ribosomal structure and biogenesis	
COG0603	J	Translation, ribosomal structure and biogenesis	
COG0617	J	Translation, ribosomal structure and biogenesis	
COG0621	J	Translation, ribosomal structure and biogenesis	
COG0684	J	Translation, ribosomal structure and biogenesis	
COG0689	J	Translation, ribosomal structure and biogenesis	
COG0721	J	Translation, ribosomal structure and biogenesis	
COG0724	J	Translation, ribosomal structure and biogenesis	
COG0731	J	Translation, ribosomal structure and biogenesis	
COG0742	J	Translation, ribosomal structure and biogenesis	
COG0751	J	Translation, ribosomal structure and biogenesis	
COG0752	J	Translation, ribosomal structure and biogenesis	
COG0779	J	Translation, ribosomal structure and biogenesis	
COG0780	J	Translation, ribosomal structure and biogenesis	
COG0799	J	Translation, ribosomal structure and biogenesis	
COG0802	J	Translation, ribosomal structure and biogenesis	
COG0806	J	Translation, ribosomal structure and biogenesis	
COG0809	J	Translation, ribosomal structure and biogenesis	
COG0820	J	Translation, ribosomal structure and biogenesis	
COG0828	J	Translation, ribosomal structure and biogenesis	
COG0858	J	Translation, ribosomal structure and biogenesis	
COG1041	J	Translation, ribosomal structure and biogenesis	
COG1092	J	Translation, ribosomal structure and biogenesis	
COG1093	J	Translation, ribosomal structure and biogenesis	
COG1094	J	Translation, ribosomal structure and biogenesis	
COG1096	J	Translation, ribosomal structure and biogenesis	
COG1097	J	Translation, ribosomal structure and biogenesis	
COG1103	J	Translation, ribosomal structure and biogenesis	
COG1159	J	Translation, ribosomal structure and biogenesis	
COG1161	J	Translation, ribosomal structure and biogenesis	
COG1162	J	Translation, ribosomal structure and biogenesis	
COG1163	J	Translation, ribosomal structure and biogenesis	
COG1179	J	Translation, ribosomal structure and biogenesis	
COG1184	J	Translation, ribosomal structure and biogenesis	
COG1185	J	Translation, ribosomal structure and biogenesis	
COG1186	J	Translation, ribosomal structure and biogenesis	
COG1187	J	Translation, ribosomal structure and biogenesis	
COG1188	J	Translation, ribosomal structure and biogenesis	
COG1189	J	Translation, ribosomal structure and biogenesis	
COG1190	J	Translation, ribosomal structure and biogenesis	
COG1206	J	Translation, ribosomal structure and biogenesis	
COG1208	J	Translation, ribosomal structure and biogenesis	
COG1214	J	Translation, ribosomal structure and biogenesis	
COG1234	J	Translation, ribosomal structure and biogenesis	
COG1236	J	Translation, ribosomal structure and biogenesis	
COG1245	J	Translation, ribosomal structure and biogenesis	
COG1258	J	Translation, ribosomal structure and biogenesis	
COG1293	J	Translation, ribosomal structure and biogenesis	
COG1325	J	Translation, ribosomal structure and biogenesis	
COG1341	J	Translation, ribosomal structure and biogenesis	
COG1358	J	Translation, ribosomal structure and biogenesis	
COG1369	J	Translation, ribosomal structure and biogenesis	
COG1370	J	Translation, ribosomal structure and biogenesis	
COG1374	J	Translation, ribosomal structure and biogenesis	
COG1383	J	Translation, ribosomal structure and biogenesis	
COG1384	J	Translation, ribosomal structure and biogenesis	
COG1385	J	Translation, ribosomal structure and biogenesis	
COG1412	J	Translation, ribosomal structure and biogenesis	
COG1418	J	Translation, ribosomal structure and biogenesis	
COG1431	J	Translation, ribosomal structure and biogenesis	
COG1439	J	Translation, ribosomal structure and biogenesis	
COG1444	J	Translation, ribosomal structure and biogenesis	
COG1471	J	Translation, ribosomal structure and biogenesis	
COG1490	J	Translation, ribosomal structure and biogenesis	
COG1498	J	Translation, ribosomal structure and biogenesis	
COG1499	J	Translation, ribosomal structure and biogenesis	
COG1500	J	Translation, ribosomal structure and biogenesis	
COG1503	J	Translation, ribosomal structure and biogenesis	
COG1514	J	Translation, ribosomal structure and biogenesis	
COG1530	J	Translation, ribosomal structure and biogenesis	
COG1534	J	Translation, ribosomal structure and biogenesis	
COG1537	J	Translation, ribosomal structure and biogenesis	
COG1544	J	Translation, ribosomal structure and biogenesis	
COG1552	J	Translation, ribosomal structure and biogenesis	
COG1571	J	Translation, ribosomal structure and biogenesis	
COG1576	J	Translation, ribosomal structure and biogenesis	
COG1588	J	Translation, ribosomal structure and biogenesis	
COG1590	J	Translation, ribosomal structure and biogenesis	
COG1600	J	Translation, ribosomal structure and biogenesis	
COG1601	J	Translation, ribosomal structure and biogenesis	
COG1603	J	Translation, ribosomal structure and biogenesis	
COG1617	J	Translation, ribosomal structure and biogenesis	
COG1631	J	Translation, ribosomal structure and biogenesis	
COG1632	J	Translation, ribosomal structure and biogenesis	
COG1643	J	Translation, ribosomal structure and biogenesis	
COG1650	J	Translation, ribosomal structure and biogenesis	
COG1658	J	Translation, ribosomal structure and biogenesis	
COG1670	J	Translation, ribosomal structure and biogenesis	
COG1676	J	Translation, ribosomal structure and biogenesis	
COG1690	J	Translation, ribosomal structure and biogenesis	
COG1717	J	Translation, ribosomal structure and biogenesis	
COG1720	J	Translation, ribosomal structure and biogenesis	
COG1727	J	Translation, ribosomal structure and biogenesis	
COG1734	J	Translation, ribosomal structure and biogenesis	
COG1736	J	Translation, ribosomal structure and biogenesis	
COG1746	J	Translation, ribosomal structure and biogenesis	
COG1756	J	Translation, ribosomal structure and biogenesis	
COG1798	J	Translation, ribosomal structure and biogenesis	
COG1813	J	Translation, ribosomal structure and biogenesis	
COG1818	J	Translation, ribosomal structure and biogenesis	
COG1825	J	Translation, ribosomal structure and biogenesis	
COG1841	J	Translation, ribosomal structure and biogenesis	
COG1859	J	Translation, ribosomal structure and biogenesis	
COG1867	J	Translation, ribosomal structure and biogenesis	
COG1889	J	Translation, ribosomal structure and biogenesis	
COG1890	J	Translation, ribosomal structure and biogenesis	
COG1899	J	Translation, ribosomal structure and biogenesis	
COG1901	J	Translation, ribosomal structure and biogenesis	
COG1911	J	Translation, ribosomal structure and biogenesis	
COG1921	J	Translation, ribosomal structure and biogenesis	
COG1939	J	Translation, ribosomal structure and biogenesis	
COG1944	J	Translation, ribosomal structure and biogenesis	
COG1976	J	Translation, ribosomal structure and biogenesis	
COG1990	J	Translation, ribosomal structure and biogenesis	
COG1997	J	Translation, ribosomal structure and biogenesis	
COG1998	J	Translation, ribosomal structure and biogenesis	
COG2001	J	Translation, ribosomal structure and biogenesis	
COG2004	J	Translation, ribosomal structure and biogenesis	
COG2007	J	Translation, ribosomal structure and biogenesis	
COG2016	J	Translation, ribosomal structure and biogenesis	
COG2023	J	Translation, ribosomal structure and biogenesis	
COG2024	J	Translation, ribosomal structure and biogenesis	
COG2042	J	Translation, ribosomal structure and biogenesis	
COG2051	J	Translation, ribosomal structure and biogenesis	
COG2053	J	Translation, ribosomal structure and biogenesis	
COG2058	J	Translation, ribosomal structure and biogenesis	
COG2075	J	Translation, ribosomal structure and biogenesis	
COG2092	J	Translation, ribosomal structure and biogenesis	
COG2097	J	Translation, ribosomal structure and biogenesis	
COG2102	J	Translation, ribosomal structure and biogenesis	
COG2110	J	Translation, ribosomal structure and biogenesis	
COG2117	J	Translation, ribosomal structure and biogenesis	
COG2123	J	Translation, ribosomal structure and biogenesis	
COG2125	J	Translation, ribosomal structure and biogenesis	
COG2126	J	Translation, ribosomal structure and biogenesis	
COG2136	J	Translation, ribosomal structure and biogenesis	
COG2139	J	Translation, ribosomal structure and biogenesis	
COG2147	J	Translation, ribosomal structure and biogenesis	
COG2157	J	Translation, ribosomal structure and biogenesis	
COG2163	J	Translation, ribosomal structure and biogenesis	
COG2167	J	Translation, ribosomal structure and biogenesis	
COG2174	J	Translation, ribosomal structure and biogenesis	
COG2238	J	Translation, ribosomal structure and biogenesis	
COG2260	J	Translation, ribosomal structure and biogenesis	
COG2262	J	Translation, ribosomal structure and biogenesis	
COG2264	J	Translation, ribosomal structure and biogenesis	
COG2265	J	Translation, ribosomal structure and biogenesis	
COG2269	J	Translation, ribosomal structure and biogenesis	
COG2384	J	Translation, ribosomal structure and biogenesis	
COG2404	J	Translation, ribosomal structure and biogenesis	
