"RefSoil ID"	"Phylum"	"Contains.plasmid"	"Elements"	"Gene"	"chromosome"	"plasmid"	"Total"	"Rel"
"RefSoil_238"	"Proteobacteria"	TRUE	3	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_239"	"Firmicutes"	TRUE	2	"None"	1	1	2	0.00216919739696312
"RefSoil_24"	"Proteobacteria"	TRUE	2	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_240"	"Firmicutes"	TRUE	2	"None"	1	1	2	0.00216919739696312
"RefSoil_241"	"Proteobacteria"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_242"	"Proteobacteria"	TRUE	3	"acr3"	1	1	2	0.00216919739696312
"RefSoil_242"	"Proteobacteria"	TRUE	3	"arsB"	1	0	1	0.00108459869848156
"RefSoil_242"	"Proteobacteria"	TRUE	3	"arsC_glut"	1	1	2	0.00216919739696312
"RefSoil_243"	"Proteobacteria"	TRUE	4	"acr3"	1	0	1	0.00108459869848156
"RefSoil_243"	"Proteobacteria"	TRUE	4	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_244"	"Proteobacteria"	TRUE	2	"arsB"	1	0	1	0.00108459869848156
"RefSoil_244"	"Proteobacteria"	TRUE	2	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_245"	"Firmicutes"	TRUE	3	"arsB"	1	0	1	0.00108459869848156
"RefSoil_246"	"Verrucomicrobia"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_246"	"Verrucomicrobia"	FALSE	1	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_246"	"Verrucomicrobia"	FALSE	1	"arsM"	1	0	1	0.00108459869848156
"RefSoil_247"	"Actinobacteria"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_247"	"Actinobacteria"	FALSE	1	"arsB"	1	0	1	0.00108459869848156
"RefSoil_248"	"Proteobacteria"	TRUE	2	"None"	1	1	2	0.00216919739696312
"RefSoil_249"	"Proteobacteria"	TRUE	3	"acr3"	1	0	1	0.00108459869848156
"RefSoil_249"	"Proteobacteria"	TRUE	3	"arsB"	1	0	1	0.00108459869848156
"RefSoil_249"	"Proteobacteria"	TRUE	3	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_25"	"Chlamydiae"	TRUE	2	"None"	1	1	2	0.00216919739696312
"RefSoil_250"	"Spirochaetes"	TRUE	3	"acr3"	1	0	1	0.00108459869848156
"RefSoil_250"	"Spirochaetes"	TRUE	3	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_251"	"Actinobacteria"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_252"	"Proteobacteria"	TRUE	4	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_253"	"Cyanobacteria"	TRUE	6	"acr3"	1	0	1	0.00108459869848156
"RefSoil_253"	"Cyanobacteria"	TRUE	6	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_254"	"Proteobacteria"	TRUE	2	"arsB"	1	0	1	0.00108459869848156
"RefSoil_254"	"Proteobacteria"	TRUE	2	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_255"	"Proteobacteria"	TRUE	3	"acr3"	2	0	2	0.00216919739696312
"RefSoil_255"	"Proteobacteria"	TRUE	3	"arsB"	1	0	1	0.00108459869848156
"RefSoil_255"	"Proteobacteria"	TRUE	3	"arsC_glut"	2	0	2	0.00216919739696312
"RefSoil_255"	"Proteobacteria"	TRUE	3	"arsD"	1	0	1	0.00108459869848156
"RefSoil_256"	"Proteobacteria"	FALSE	1	"None"	1	0	1	0.00108459869848156
"RefSoil_257"	"Proteobacteria"	TRUE	3	"acr3"	1	0	1	0.00108459869848156
"RefSoil_257"	"Proteobacteria"	TRUE	3	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_258"	"Proteobacteria"	FALSE	1	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_259"	"Proteobacteria"	TRUE	6	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_26"	"Firmicutes"	TRUE	2	"None"	1	1	2	0.00216919739696312
"RefSoil_260"	"Proteobacteria"	TRUE	3	"acr3"	1	0	1	0.00108459869848156
"RefSoil_260"	"Proteobacteria"	TRUE	3	"arsB"	2	0	2	0.00216919739696312
"RefSoil_260"	"Proteobacteria"	TRUE	3	"arsC_glut"	2	0	2	0.00216919739696312
"RefSoil_261"	"Aquificae"	FALSE	1	"arsB"	1	0	1	0.00108459869848156
"RefSoil_261"	"Aquificae"	FALSE	1	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_262"	"Verrucomicrobia"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_262"	"Verrucomicrobia"	FALSE	1	"arsM"	1	0	1	0.00108459869848156
"RefSoil_263"	"Proteobacteria"	TRUE	2	"acr3"	1	0	1	0.00108459869848156
"RefSoil_263"	"Proteobacteria"	TRUE	2	"arrA"	1	0	1	0.00108459869848156
"RefSoil_263"	"Proteobacteria"	TRUE	2	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_264"	"Spirochaetes"	TRUE	3	"acr3"	1	0	1	0.00108459869848156
"RefSoil_264"	"Spirochaetes"	TRUE	3	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_265"	"Proteobacteria"	FALSE	1	"acr3"	2	0	2	0.00216919739696312
"RefSoil_265"	"Proteobacteria"	FALSE	1	"arsB"	1	0	1	0.00108459869848156
"RefSoil_265"	"Proteobacteria"	FALSE	1	"arsC_glut"	2	0	2	0.00216919739696312
"RefSoil_266"	"Proteobacteria"	TRUE	4	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_267"	"Proteobacteria"	FALSE	1	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_268"	"Proteobacteria"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_268"	"Proteobacteria"	FALSE	1	"arsB"	1	0	1	0.00108459869848156
"RefSoil_268"	"Proteobacteria"	FALSE	1	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_268"	"Proteobacteria"	FALSE	1	"arsM"	1	0	1	0.00108459869848156
"RefSoil_269"	"Proteobacteria"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_269"	"Proteobacteria"	FALSE	1	"arsC_glut"	2	0	2	0.00216919739696312
"RefSoil_27"	"Euryarchaeota"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_27"	"Euryarchaeota"	FALSE	1	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_270"	"Proteobacteria"	TRUE	3	"acr3"	1	0	1	0.00108459869848156
"RefSoil_270"	"Proteobacteria"	TRUE	3	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_270"	"Proteobacteria"	TRUE	3	"arsD"	1	0	1	0.00108459869848156
"RefSoil_271"	"Proteobacteria"	TRUE	3	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_272"	"Proteobacteria"	TRUE	3	"arsB"	1	0	1	0.00108459869848156
"RefSoil_272"	"Proteobacteria"	TRUE	3	"arsC_glut"	2	0	2	0.00216919739696312
"RefSoil_273"	"Proteobacteria"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_274"	"Proteobacteria"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_274"	"Proteobacteria"	FALSE	1	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_275"	"Proteobacteria"	TRUE	2	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_275"	"Proteobacteria"	TRUE	2	"arsD"	1	0	1	0.00108459869848156
"RefSoil_276"	"Proteobacteria"	TRUE	2	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_277"	"Proteobacteria"	TRUE	2	"arsB"	2	0	2	0.00216919739696312
"RefSoil_277"	"Proteobacteria"	TRUE	2	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_278"	"Proteobacteria"	TRUE	5	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_279"	"Firmicutes"	TRUE	5	"acr3"	1	0	1	0.00108459869848156
"RefSoil_279"	"Firmicutes"	TRUE	5	"arsB"	1	0	1	0.00108459869848156
"RefSoil_279"	"Firmicutes"	TRUE	5	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_28"	"Euryarchaeota"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_28"	"Euryarchaeota"	FALSE	1	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_280"	"Firmicutes"	FALSE	1	"arsB"	1	0	1	0.00108459869848156
"RefSoil_281"	"Proteobacteria"	TRUE	2	"acr3"	1	0	1	0.00108459869848156
"RefSoil_282"	"Proteobacteria"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_282"	"Proteobacteria"	FALSE	1	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_283"	"Firmicutes"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_283"	"Firmicutes"	FALSE	1	"arsB"	1	0	1	0.00108459869848156
"RefSoil_283"	"Firmicutes"	FALSE	1	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_284"	"Cyanobacteria"	TRUE	4	"acr3"	1	0	1	0.00108459869848156
"RefSoil_284"	"Cyanobacteria"	TRUE	4	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_284"	"Cyanobacteria"	TRUE	4	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_285"	"Cyanobacteria"	TRUE	7	"acr3"	1	0	1	0.00108459869848156
"RefSoil_285"	"Cyanobacteria"	TRUE	7	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_286"	"Proteobacteria"	TRUE	3	"acr3"	2	0	2	0.00216919739696312
"RefSoil_286"	"Proteobacteria"	TRUE	3	"arsB"	1	0	1	0.00108459869848156
"RefSoil_286"	"Proteobacteria"	TRUE	3	"arsC_glut"	2	0	2	0.00216919739696312
"RefSoil_287"	"Proteobacteria"	FALSE	1	"arsB"	1	0	1	0.00108459869848156
"RefSoil_288"	"Proteobacteria"	FALSE	1	"None"	1	0	1	0.00108459869848156
"RefSoil_289"	"Proteobacteria"	FALSE	1	"arsB"	1	0	1	0.00108459869848156
"RefSoil_289"	"Proteobacteria"	FALSE	1	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_29"	"Proteobacteria"	FALSE	1	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_290"	"Firmicutes"	TRUE	3	"acr3"	1	0	1	0.00108459869848156
"RefSoil_290"	"Firmicutes"	TRUE	3	"arsB"	1	0	1	0.00108459869848156
"RefSoil_290"	"Firmicutes"	TRUE	3	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_291"	"Firmicutes"	TRUE	4	"acr3"	1	1	2	0.00216919739696312
"RefSoil_291"	"Firmicutes"	TRUE	4	"arsB"	1	0	1	0.00108459869848156
"RefSoil_291"	"Firmicutes"	TRUE	4	"arsC_thio"	1	1	2	0.00216919739696312
"RefSoil_292"	"Firmicutes"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_292"	"Firmicutes"	FALSE	1	"arrA"	1	0	1	0.00108459869848156
"RefSoil_292"	"Firmicutes"	FALSE	1	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_292"	"Firmicutes"	FALSE	1	"arsD"	1	0	1	0.00108459869848156
"RefSoil_292"	"Firmicutes"	FALSE	1	"arsM"	1	0	1	0.00108459869848156
"RefSoil_293"	"Euryarchaeota"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_293"	"Euryarchaeota"	FALSE	1	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_294"	"Firmicutes"	TRUE	2	"None"	1	1	2	0.00216919739696312
"RefSoil_295"	"Proteobacteria"	FALSE	1	"None"	1	0	1	0.00108459869848156
"RefSoil_296"	"Cyanobacteria"	TRUE	4	"acr3"	1	0	1	0.00108459869848156
"RefSoil_297"	"Actinobacteria"	TRUE	3	"None"	1	2	3	0.00325379609544469
"RefSoil_298"	"Proteobacteria"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_299"	"Proteobacteria"	TRUE	8	"arsB"	1	0	1	0.00108459869848156
"RefSoil_299"	"Proteobacteria"	TRUE	8	"arsC_glut"	2	0	2	0.00216919739696312
"RefSoil_3"	"Firmicutes"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_3"	"Firmicutes"	FALSE	1	"arsB"	2	0	2	0.00216919739696312
"RefSoil_3"	"Firmicutes"	FALSE	1	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_30"	"Firmicutes"	TRUE	2	"acr3"	1	1	2	0.00216919739696312
"RefSoil_30"	"Firmicutes"	TRUE	2	"arsB"	1	0	1	0.00108459869848156
"RefSoil_30"	"Firmicutes"	TRUE	2	"arsC_thio"	1	1	2	0.00216919739696312
"RefSoil_300"	"Firmicutes"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_301"	"Proteobacteria"	TRUE	4	"acr3"	1	0	1	0.00108459869848156
"RefSoil_302"	"Firmicutes"	TRUE	3	"acr3"	1	0	1	0.00108459869848156
"RefSoil_302"	"Firmicutes"	TRUE	3	"arsB"	1	0	1	0.00108459869848156
"RefSoil_302"	"Firmicutes"	TRUE	3	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_303"	"Proteobacteria"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_304"	"Proteobacteria"	TRUE	5	"acr3"	1	0	1	0.00108459869848156
"RefSoil_304"	"Proteobacteria"	TRUE	5	"arsB"	1	0	1	0.00108459869848156
"RefSoil_304"	"Proteobacteria"	TRUE	5	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_305"	"Proteobacteria"	TRUE	7	"acr3"	1	0	1	0.00108459869848156
"RefSoil_305"	"Proteobacteria"	TRUE	7	"arsB"	1	0	1	0.00108459869848156
"RefSoil_305"	"Proteobacteria"	TRUE	7	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_306"	"Proteobacteria"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_306"	"Proteobacteria"	FALSE	1	"arsB"	1	0	1	0.00108459869848156
"RefSoil_306"	"Proteobacteria"	FALSE	1	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_306"	"Proteobacteria"	FALSE	1	"arsD"	1	0	1	0.00108459869848156
"RefSoil_307"	"Firmicutes"	FALSE	1	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_308"	"Proteobacteria"	TRUE	2	"None"	1	1	2	0.00216919739696312
"RefSoil_309"	"Actinobacteria"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_309"	"Actinobacteria"	FALSE	1	"arsB"	1	0	1	0.00108459869848156
"RefSoil_31"	"Firmicutes"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_31"	"Firmicutes"	FALSE	1	"arsB"	1	0	1	0.00108459869848156
"RefSoil_31"	"Firmicutes"	FALSE	1	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_310"	"Proteobacteria"	TRUE	5	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_311"	"Aquificae"	FALSE	1	"arsB"	1	0	1	0.00108459869848156
"RefSoil_311"	"Aquificae"	FALSE	1	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_312"	"Firmicutes"	TRUE	2	"acr3"	1	0	1	0.00108459869848156
"RefSoil_312"	"Firmicutes"	TRUE	2	"arsB"	1	0	1	0.00108459869848156
"RefSoil_312"	"Firmicutes"	TRUE	2	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_313"	"Acidobacteria"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_313"	"Acidobacteria"	FALSE	1	"arsB"	1	0	1	0.00108459869848156
"RefSoil_314"	"Firmicutes"	FALSE	1	"arsB"	1	0	1	0.00108459869848156
"RefSoil_315"	"Gemmatimonadetes"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_315"	"Gemmatimonadetes"	FALSE	1	"arsM"	2	0	2	0.00216919739696312
"RefSoil_316"	"Firmicutes"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_316"	"Firmicutes"	FALSE	1	"arsB"	1	0	1	0.00108459869848156
"RefSoil_316"	"Firmicutes"	FALSE	1	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_317"	"Actinobacteria"	TRUE	6	"acr3"	2	0	2	0.00216919739696312
"RefSoil_317"	"Actinobacteria"	TRUE	6	"arsB"	1	0	1	0.00108459869848156
"RefSoil_317"	"Actinobacteria"	TRUE	6	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_317"	"Actinobacteria"	TRUE	6	"arsD"	1	0	1	0.00108459869848156
"RefSoil_318"	"Deinococcus-Thermus"	TRUE	4	"None"	1	3	4	0.00433839479392625
"RefSoil_319"	"Proteobacteria"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_319"	"Proteobacteria"	FALSE	1	"arsC_glut"	2	0	2	0.00216919739696312
"RefSoil_32"	"Proteobacteria"	FALSE	1	"arsB"	2	0	2	0.00216919739696312
"RefSoil_32"	"Proteobacteria"	FALSE	1	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_320"	"Firmicutes"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_320"	"Firmicutes"	FALSE	1	"arsD"	1	0	1	0.00108459869848156
"RefSoil_321"	"Crenarchaeota"	FALSE	1	"None"	1	0	1	0.00108459869848156
"RefSoil_322"	"Firmicutes"	TRUE	3	"None"	1	2	3	0.00325379609544469
"RefSoil_323"	"Firmicutes"	TRUE	3	"acr3"	1	0	1	0.00108459869848156
"RefSoil_323"	"Firmicutes"	TRUE	3	"arsB"	1	0	1	0.00108459869848156
"RefSoil_323"	"Firmicutes"	TRUE	3	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_324"	"Proteobacteria"	FALSE	1	"arsB"	1	0	1	0.00108459869848156
"RefSoil_324"	"Proteobacteria"	FALSE	1	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_325"	"Actinobacteria"	FALSE	1	"None"	1	0	1	0.00108459869848156
"RefSoil_326"	"Firmicutes"	FALSE	1	"arsB"	1	0	1	0.00108459869848156
"RefSoil_327"	"Proteobacteria"	TRUE	6	"acr3"	0	1	1	0.00108459869848156
"RefSoil_327"	"Proteobacteria"	TRUE	6	"arsB"	1	0	1	0.00108459869848156
"RefSoil_327"	"Proteobacteria"	TRUE	6	"arsC_glut"	1	1	2	0.00216919739696312
"RefSoil_328"	"Crenarchaeota"	FALSE	1	"None"	1	0	1	0.00108459869848156
"RefSoil_329"	"Proteobacteria"	TRUE	2	"arsB"	1	0	1	0.00108459869848156
"RefSoil_329"	"Proteobacteria"	TRUE	2	"arsC_glut"	2	0	2	0.00216919739696312
"RefSoil_33"	"Firmicutes"	FALSE	1	"arsB"	2	0	2	0.00216919739696312
"RefSoil_33"	"Firmicutes"	FALSE	1	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_330"	"Firmicutes"	TRUE	3	"None"	1	2	3	0.00325379609544469
"RefSoil_331"	"Proteobacteria"	FALSE	2	"acr3"	1	0	1	0.00108459869848156
"RefSoil_331"	"Proteobacteria"	FALSE	2	"arsC_glut"	2	0	2	0.00216919739696312
"RefSoil_332"	"Proteobacteria"	TRUE	3	"acr3"	1	0	1	0.00108459869848156
"RefSoil_333"	"Actinobacteria"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_334"	"Proteobacteria"	TRUE	6	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_335"	"Proteobacteria"	TRUE	5	"acr3"	2	0	2	0.00216919739696312
"RefSoil_335"	"Proteobacteria"	TRUE	5	"arsC_glut"	2	0	2	0.00216919739696312
"RefSoil_335"	"Proteobacteria"	TRUE	5	"arsD"	1	0	1	0.00108459869848156
"RefSoil_336"	"Proteobacteria"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_336"	"Proteobacteria"	FALSE	1	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_337"	"Proteobacteria"	FALSE	1	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_338"	"Proteobacteria"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_338"	"Proteobacteria"	FALSE	1	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_339"	"Proteobacteria"	FALSE	1	"arsB"	1	0	1	0.00108459869848156
"RefSoil_339"	"Proteobacteria"	FALSE	1	"arsC_glut"	2	0	2	0.00216919739696312
"RefSoil_34"	"Spirochaetes"	FALSE	2	"None"	2	0	2	0.00216919739696312
"RefSoil_340"	"Proteobacteria"	FALSE	1	"arsB"	1	0	1	0.00108459869848156
"RefSoil_340"	"Proteobacteria"	FALSE	1	"arsC_glut"	2	0	2	0.00216919739696312
"RefSoil_341"	"Proteobacteria"	FALSE	1	"arsB"	1	0	1	0.00108459869848156
"RefSoil_341"	"Proteobacteria"	FALSE	1	"arsC_glut"	2	0	2	0.00216919739696312
"RefSoil_342"	"Proteobacteria"	TRUE	3	"acr3"	2	0	2	0.00216919739696312
"RefSoil_342"	"Proteobacteria"	TRUE	3	"arsB"	1	1	2	0.00216919739696312
"RefSoil_342"	"Proteobacteria"	TRUE	3	"arsC_glut"	3	1	4	0.00433839479392625
"RefSoil_343"	"Proteobacteria"	FALSE	1	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_344"	"Bacteroidetes"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_344"	"Bacteroidetes"	FALSE	1	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_345"	"Bacteroidetes"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_347"	"Proteobacteria"	FALSE	2	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_348"	"Actinobacteria"	FALSE	1	"arsB"	1	0	1	0.00108459869848156
"RefSoil_349"	"Bacteroidetes"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_349"	"Bacteroidetes"	FALSE	1	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_349"	"Bacteroidetes"	FALSE	1	"arsM"	1	0	1	0.00108459869848156
"RefSoil_35"	"Proteobacteria"	TRUE	2	"acr3"	1	0	1	0.00108459869848156
"RefSoil_35"	"Proteobacteria"	TRUE	2	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_350"	"Actinobacteria"	FALSE	1	"None"	1	0	1	0.00108459869848156
"RefSoil_351"	"Cyanobacteria"	TRUE	5	"acr3"	1	0	1	0.00108459869848156
"RefSoil_351"	"Cyanobacteria"	TRUE	5	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_351"	"Cyanobacteria"	TRUE	5	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_352"	"Proteobacteria"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_352"	"Proteobacteria"	FALSE	1	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_353"	"Proteobacteria"	TRUE	4	"acr3"	1	0	1	0.00108459869848156
"RefSoil_353"	"Proteobacteria"	TRUE	4	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_354"	"Euryarchaeota"	TRUE	2	"acr3"	1	0	1	0.00108459869848156
"RefSoil_355"	"Proteobacteria"	TRUE	7	"None"	1	6	7	0.00759219088937093
"RefSoil_356"	"Proteobacteria"	TRUE	4	"arsB"	0	1	1	0.00108459869848156
"RefSoil_356"	"Proteobacteria"	TRUE	4	"arsC_glut"	0	1	1	0.00108459869848156
"RefSoil_356"	"Proteobacteria"	TRUE	4	"arsD"	0	1	1	0.00108459869848156
"RefSoil_357"	"Proteobacteria"	FALSE	1	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_358"	"Proteobacteria"	FALSE	1	"arsB"	2	0	2	0.00216919739696312
"RefSoil_358"	"Proteobacteria"	FALSE	1	"arsC_glut"	3	0	3	0.00325379609544469
"RefSoil_359"	"Actinobacteria"	FALSE	1	"None"	1	0	1	0.00108459869848156
"RefSoil_36"	"Actinobacteria"	TRUE	3	"acr3"	1	0	1	0.00108459869848156
"RefSoil_36"	"Actinobacteria"	TRUE	3	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_360"	"Proteobacteria"	FALSE	1	"arsB"	1	0	1	0.00108459869848156
"RefSoil_361"	"Terrabacteria_group"	FALSE	2	"arsB"	1	0	1	0.00108459869848156
"RefSoil_361"	"Terrabacteria_group"	FALSE	2	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_362"	"Actinobacteria"	TRUE	2	"None"	1	1	2	0.00216919739696312
"RefSoil_363"	"Chloroflexi"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_363"	"Chloroflexi"	FALSE	1	"arsB"	1	0	1	0.00108459869848156
"RefSoil_363"	"Chloroflexi"	FALSE	1	"arsM"	1	0	1	0.00108459869848156
"RefSoil_364"	"Proteobacteria"	FALSE	1	"arsB"	1	0	1	0.00108459869848156
"RefSoil_364"	"Proteobacteria"	FALSE	1	"arsC_glut"	2	0	2	0.00216919739696312
"RefSoil_365"	"Actinobacteria"	TRUE	2	"acr3"	1	0	1	0.00108459869848156
"RefSoil_366"	"Proteobacteria"	TRUE	4	"arsB"	1	0	1	0.00108459869848156
"RefSoil_367"	"Actinobacteria"	FALSE	1	"arsB"	1	0	1	0.00108459869848156
"RefSoil_367"	"Actinobacteria"	FALSE	1	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_368"	"Euryarchaeota"	TRUE	7	"acr3"	1	0	1	0.00108459869848156
"RefSoil_368"	"Euryarchaeota"	TRUE	7	"arsM"	1	0	1	0.00108459869848156
"RefSoil_369"	"Firmicutes"	TRUE	2	"arsB"	1	0	1	0.00108459869848156
"RefSoil_37"	"Proteobacteria"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_37"	"Proteobacteria"	FALSE	1	"arsB"	1	0	1	0.00108459869848156
"RefSoil_37"	"Proteobacteria"	FALSE	1	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_370"	"Firmicutes"	FALSE	1	"arsB"	1	0	1	0.00108459869848156
"RefSoil_371"	"Firmicutes"	TRUE	3	"arsB"	1	0	1	0.00108459869848156
"RefSoil_371"	"Firmicutes"	TRUE	3	"arsC_thio"	1	0	1	0.00108459869848156
"RefSoil_372"	"Proteobacteria"	FALSE	1	"arsB"	1	0	1	0.00108459869848156
"RefSoil_372"	"Proteobacteria"	FALSE	1	"arsC_glut"	2	0	2	0.00216919739696312
"RefSoil_373"	"Proteobacteria"	TRUE	7	"acr3"	1	1	2	0.00216919739696312
"RefSoil_373"	"Proteobacteria"	TRUE	7	"arsC_glut"	2	0	2	0.00216919739696312
"RefSoil_374"	"Proteobacteria"	TRUE	2	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_375"	"Chloroflexi"	FALSE	1	"acr3"	1	0	1	0.00108459869848156
"RefSoil_375"	"Chloroflexi"	FALSE	1	"arsB"	1	0	1	0.00108459869848156
"RefSoil_375"	"Chloroflexi"	FALSE	1	"arsM"	1	0	1	0.00108459869848156
"RefSoil_376"	"Firmicutes"	FALSE	1	"arsB"	1	0	1	0.00108459869848156
"RefSoil_377"	"Proteobacteria"	FALSE	1	"arsC_glut"	1	0	1	0.00108459869848156
"RefSoil_378"	"Firmicutes"	FALSE	1	"None"	1	0	1	0.00108459869848156
"RefSoil_379"	"Actinobacteria"	FALSE	1	"arsB"	1	0	1	0.00108459869848156
