Gene	Sample	t.name	t.length	q.name	q.length	e.value	score1	bias1	#	of	c.evalue	i.evalue	score2	bias2	from.hmm	to.hmm	from.ali	to.ali	from.env	to.env	acc	NCBI.ID	length	perc.ali
arsC_thio	bacteria.protein.fa	DCMB_RS00830	137	arsC_thio	133	4.3e-11	50.5	0	1	1	1e-14	4.9e-11	50.3	0	5	128	6	128	1	133	0.92	NC_020386	122	0.917293233082707
arsC_thio	bacteria.protein.fa	DCF50_RS00995	137	arsC_thio	133	6.1e-23	88.9	0.2	1	1	1.4e-26	6.9e-23	88.7	0.2	2	131	3	129	1	131	0.88	NC_018867	126	0.947368421052632
arsC_thio	bacteria.protein.fa	DC74_RS23380	134	arsC_thio	133	3.8e-22	86.3	0	1	1	9.2e-26	4.5e-22	86.1	0	16	129	14	125	8	129	0.93	NZ_CP007574	111	0.834586466165414
arsC_thio	bacteria.protein.fa	DC74_RS00480	137	arsC_thio	133	1.2e-24	94.4	0	1	1	2.7e-28	1.3e-24	94.3	0	2	129	3	128	1	132	0.91	NZ_CP007574	125	0.93984962406015
arsC_thio	bacteria.protein.fa	DBAC_RS09575	139	arsC_thio	133	4.8e-38	137.7	0	1	1	1.1e-41	5.2e-38	137.6	0	6	127	3	133	1	139	0.94	NC_013173	130	0.977443609022556
arsC_thio	bacteria.protein.fa	DAUD_RS10900	157	arsC_thio	133	1.5e-14	61.7	0	1	1	4.5e-18	2.2e-14	61.2	0	3	130	2	150	1	153	0.74	NC_010424	148	1.11278195488722
arsC_thio	bacteria.protein.fa	DARO_RS13520	168	arsC_thio	133	1.8e-11	51.8	0	1	1	4.8e-15	2.3e-11	51.4	0	6	128	8	140	1	143	0.84	NC_007298	132	0.992481203007519
arsC_thio	bacteria.protein.fa	DARO_RS03620	164	arsC_thio	133	4.9e-12	53.6	0	1	1	1.2e-15	6e-12	53.3	0	6	129	6	139	1	142	0.88	NC_007298	133	1
arsC_thio	bacteria.protein.fa	DAES_RS10160	139	arsC_thio	133	9.3e-38	136.8	0	1	1	2.3e-41	1.1e-37	136.6	0	6	126	3	131	1	136	0.94	NC_014844	128	0.962406015037594
arsC_thio	bacteria.protein.fa	DAES_RS05500	153	arsC_thio	133	1.2e-22	87.9	0	1	1	2.9e-26	1.4e-22	87.7	0	6	129	4	136	1	140	0.9	NC_014844	132	0.992481203007519
arsC_thio	bacteria.protein.fa	DACSA_RS17665	131	arsC_thio	133	5.1e-30	111.8	0	1	1	1.2e-33	5.6e-30	111.6	0	4	129	2	128	1	131	0.93	NC_019780	126	0.947368421052632
arsC_thio	bacteria.protein.fa	DACI_RS22075	171	arsC_thio	133	3.6e-12	54	0	1	1	1.1e-15	5.2e-12	53.5	0	6	111	9	131	4	150	0.77	NC_010002	122	0.917293233082707
arsC_thio	bacteria.protein.fa	DACI_RS02455	165	arsC_thio	133	3.1e-12	54.2	0	1	1	8.1e-16	3.9e-12	53.9	0	7	115	10	123	3	144	0.83	NC_010002	113	0.849624060150376
arsC_thio	bacteria.protein.fa	DACET_RS10660	140	arsC_thio	133	1.1e-26	100.9	0.1	1	1	2.8e-30	1.3e-26	100.7	0.1	4	128	2	135	1	139	0.87	NC_013943	133	1
arsC_thio	bacteria.protein.fa	DACET_RS07685	141	arsC_thio	133	2.2e-20	80.6	0.1	1	1	4.9e-24	2.4e-20	80.5	0.1	3	127	3	136	1	141	0.86	NC_013943	133	1
arsC_thio	bacteria.protein.fa	DA70_RS16560	171	arsC_thio	133	1.1e-14	62.1	0	1	1	3e-18	1.5e-14	61.7	0	3	128	6	142	4	146	0.81	NZ_CP007506	136	1.02255639097744
arsC_thio	bacteria.protein.fa	DA70_RS12300	173	arsC_thio	133	3.2e-13	57.4	0	1	1	8.2e-17	4e-13	57.1	0	2	111	7	127	6	146	0.82	NZ_CP007506	120	0.902255639097744
arsC_thio	bacteria.protein.fa	D521_RS03995	168	arsC_thio	133	3e-16	67.2	0	1	1	9e-20	4.3e-16	66.7	0	4	127	5	139	2	143	0.87	NC_020417	134	1.00751879699248
arsC_thio	bacteria.protein.fa	D521_RS03075	159	arsC_thio	133	6.9e-13	56.3	0	1	1	1.7e-16	8.3e-13	56.1	0	3	126	3	137	1	142	0.85	NC_020417	134	1.00751879699248
arsC_thio	bacteria.protein.fa	CYLST_RS04935	127	arsC_thio	133	1.3e-20	81.3	0	1	1	3.1e-24	1.5e-20	81.1	0	8	128	2	122	1	126	0.93	NC_019757	120	0.902255639097744
arsC_thio	bacteria.protein.fa	CYAN8802_RS16210	130	arsC_thio	133	9.3e-29	107.7	0	1	1	2.4e-32	1.2e-28	107.4	0	4	128	2	126	1	129	0.92	NC_013161	124	0.932330827067669
arsC_thio	bacteria.protein.fa	CYAN7822_RS25910	132	arsC_thio	133	7e-26	98.4	0	1	1	1.6e-29	7.9e-26	98.2	0	4	130	2	128	1	131	0.9	NC_014501	126	0.947368421052632
arsC_thio	bacteria.protein.fa	CYAN7425_RS02280	133	arsC_thio	133	3.6e-24	92.8	0	1	1	8.9e-28	4.3e-24	92.6	0	4	129	2	126	1	130	0.89	NC_011884	124	0.932330827067669
arsC_thio	bacteria.protein.fa	CV_RS11920	164	arsC_thio	133	1e-15	65.5	0	1	1	2.7e-19	1.3e-15	65.1	0	6	111	8	124	3	140	0.84	NC_005085	116	0.87218045112782
arsC_thio	bacteria.protein.fa	CTHE_RS13550	159	arsC_thio	133	9e-12	52.7	0.1	1	1	2.2e-15	1.1e-11	52.5	0.1	4	98	2	107	1	156	0.77	NC_009012	105	0.789473684210526
arsC_thio	bacteria.protein.fa	CTHE_RS05755	133	arsC_thio	133	2.5e-26	99.8	0.1	1	1	6e-30	2.9e-26	99.6	0.1	3	131	2	127	1	129	0.92	NC_009012	125	0.93984962406015
arsC_thio	bacteria.protein.fa	CTCNB1_RS16145	168	arsC_thio	133	7.8e-12	52.9	0	1	1	2.1e-15	1e-11	52.6	0	6	126	10	143	4	148	0.84	NC_013446	133	1
arsC_thio	bacteria.protein.fa	CTCNB1_RS12875	168	arsC_thio	133	7.8e-12	52.9	0	1	1	2.1e-15	1e-11	52.6	0	6	126	10	143	4	148	0.84	NC_013446	133	1
arsC_thio	bacteria.protein.fa	CT43_RS27030	146	arsC_thio	133	3.3e-14	60.6	0	1	1	8.9e-18	4.3e-14	60.2	0	4	128	2	139	1	144	0.82	NC_017208	137	1.03007518796992
arsC_thio	bacteria.protein.fa	CT43_RS15790	134	arsC_thio	133	8.1e-74	253.5	0.2	1	1	1.9e-77	9.4e-74	253.3	0.2	2	131	3	132	2	134	0.98	NC_017208	129	0.969924812030075
arsC_thio	bacteria.protein.fa	CSPA_RS09260	138	arsC_thio	133	6.1e-19	75.9	0.1	1	1	1.4e-22	6.9e-19	75.7	0.1	4	131	3	128	1	130	0.88	NC_020291	125	0.93984962406015
arsC_thio	bacteria.protein.fa	CSEG_RS12350	177	arsC_thio	133	1.7e-11	51.8	0	1	1	5.8e-15	2.8e-11	51.1	0	6	110	10	122	6	148	0.81	NC_014100	112	0.842105263157895
arsC_thio	bacteria.protein.fa	CSAL_RS07530	138	arsC_thio	133	4.7e-14	60.1	0	1	1	1.1e-17	5.2e-14	60	0	1	108	1	109	1	133	0.87	NC_007963	108	0.81203007518797
arsC_thio	bacteria.protein.fa	CQ02_RS11420	141	arsC_thio	133	2.6e-13	57.7	0	1	1	6.3e-17	3e-13	57.5	0	1	129	1	135	1	138	0.92	NZ_CP007492	134	1.00751879699248
arsC_thio	bacteria.protein.fa	CPIN_RS30235	138	arsC_thio	133	6.6e-37	134.1	0	1	1	1.7e-40	8e-37	133.8	0	4	130	2	134	1	136	0.96	NC_013132	132	0.992481203007519
arsC_thio	bacteria.protein.fa	CPHY_RS11130	136	arsC_thio	133	5.3e-20	79.4	0.1	1	1	1.3e-23	6.4e-20	79.1	0.1	1	130	1	128	1	130	0.88	NC_010001	127	0.954887218045113
arsC_thio	bacteria.protein.fa	CPHA266_RS04755	144	arsC_thio	133	1.1e-27	104.2	0	1	1	2.5e-31	1.2e-27	104.1	0	1	128	1	139	1	144	0.89	NC_008639	138	1.03759398496241
arsC_thio	bacteria.protein.fa	CPHA266_RS02430	142	arsC_thio	133	1.7e-31	116.5	0	1	1	4.2e-35	2e-31	116.3	0	3	131	2	137	1	139	0.92	NC_008639	135	1.01503759398496
arsC_thio	bacteria.protein.fa	CPF_RS04130	132	arsC_thio	133	1.4e-23	90.9	0.1	1	1	3.3e-27	1.6e-23	90.8	0.1	4	131	2	126	1	128	0.88	NC_008261	124	0.932330827067669
arsC_thio	bacteria.protein.fa	CPE_RS04570	132	arsC_thio	133	2.7e-23	90	0.1	1	1	6.3e-27	3e-23	89.8	0.1	4	129	2	124	1	128	0.88	NC_003366	122	0.917293233082707
arsC_thio	bacteria.protein.fa	COCOR_RS02565	135	arsC_thio	133	3.4e-11	50.8	0	1	1	8.1e-15	3.9e-11	50.7	0	5	131	3	128	1	130	0.88	NC_017030	125	0.93984962406015
arsC_thio	bacteria.protein.fa	CNE_RS10195	164	arsC_thio	133	6.9e-15	62.8	0	1	1	1.7e-18	8.3e-15	62.5	0	6	124	5	137	1	143	0.81	NC_015726	132	0.992481203007519
arsC_thio	bacteria.protein.fa	CMM_RS06720	145	arsC_thio	133	6.1e-13	56.5	0	1	1	1.6e-16	7.5e-13	56.2	0	6	131	8	134	3	136	0.92	NC_009480	126	0.947368421052632
arsC_thio	bacteria.protein.fa	CLST_RS11975	164	arsC_thio	133	2.1e-14	61.2	0	1	1	1.7e-17	8.3e-14	59.3	0	2	95	13	115	12	163	0.71	NC_020887	102	0.766917293233083
arsC_thio	bacteria.protein.fa	CLSA_RS10550	137	arsC_thio	133	3.2e-17	70.3	0.2	1	1	7.8e-21	3.8e-17	70.1	0.2	4	131	3	128	1	130	0.86	NC_022571	125	0.93984962406015
arsC_thio	bacteria.protein.fa	CLSA_RS08155	137	arsC_thio	133	1.6e-19	77.8	0.1	1	1	3.8e-23	1.8e-19	77.6	0.1	5	131	4	128	1	130	0.87	NC_022571	124	0.932330827067669
arsC_thio	bacteria.protein.fa	CLOST_RS10725	158	arsC_thio	133	5.9e-14	59.8	0	1	1	1.9e-17	9.4e-14	59.1	0	6	131	4	146	2	148	0.77	NC_014614	142	1.06766917293233
arsC_thio	bacteria.protein.fa	CLOST_RS09470	135	arsC_thio	133	3.5e-27	102.6	0	1	1	8.3e-31	4e-27	102.4	0	5	131	4	127	1	129	0.91	NC_014614	123	0.924812030075188
arsC_thio	bacteria.protein.fa	CLOCL_RS14550	133	arsC_thio	133	4.7e-26	98.9	0.1	1	1	1.1e-29	5.4e-26	98.7	0.1	3	131	2	127	1	129	0.92	NC_016627	125	0.93984962406015
arsC_thio	bacteria.protein.fa	CLOCL_RS01085	133	arsC_thio	133	6.9e-27	101.6	0.1	1	1	1.6e-30	7.9e-27	101.4	0.1	3	131	2	127	1	129	0.92	NC_016627	125	0.93984962406015
arsC_thio	bacteria.protein.fa	CLOCL_RS00740	133	arsC_thio	133	3.4e-27	102.6	0	1	1	7.9e-31	3.8e-27	102.5	0	3	131	2	127	1	129	0.93	NC_016627	125	0.93984962406015
arsC_thio	bacteria.protein.fa	CLOCEL_RS01360	135	arsC_thio	133	1e-19	78.5	0.1	1	1	2.3e-23	1.1e-19	78.3	0.1	5	131	4	128	1	130	0.88	NC_014393	124	0.932330827067669
arsC_thio	bacteria.protein.fa	CLM_RS04230	137	arsC_thio	133	4.5e-18	73.1	0.2	1	1	1.1e-21	5.2e-18	72.9	0.2	5	131	4	128	1	130	0.86	NC_012563	124	0.932330827067669
arsC_thio	bacteria.protein.fa	CLM_RS04205	138	arsC_thio	133	2.1e-18	74.2	0.3	1	1	5.3e-22	2.6e-18	73.9	0.3	4	131	3	128	1	130	0.87	NC_012563	125	0.93984962406015
arsC_thio	bacteria.protein.fa	CLJ_RS05370	138	arsC_thio	133	3.4e-18	73.5	0.1	1	1	8.3e-22	4e-18	73.3	0.1	5	131	4	128	1	130	0.88	NC_012658	124	0.932330827067669
arsC_thio	bacteria.protein.fa	CLC_0808	138	arsC_thio	133	2.8e-18	73.8	0.2	1	1	6.8e-22	3.3e-18	73.5	0.2	5	131	4	128	1	130	0.88	NC_009698	124	0.932330827067669
arsC_thio	bacteria.protein.fa	CKR_RS11925	136	arsC_thio	133	4.4e-20	79.6	0.1	1	1	1e-23	5e-20	79.4	0.1	5	131	4	128	1	130	0.88	NC_011837	124	0.932330827067669
arsC_thio	bacteria.protein.fa	CKR_RS08450	157	arsC_thio	133	2.9e-26	99.6	0.1	1	1	7.2e-30	3.5e-26	99.4	0.1	2	126	2	132	1	137	0.93	NC_011837	130	0.977443609022556
arsC_thio	bacteria.protein.fa	CKL_RS12405	136	arsC_thio	133	4.4e-20	79.6	0.1	1	1	1e-23	5e-20	79.4	0.1	5	131	4	128	1	130	0.88	NC_009706	124	0.932330827067669
arsC_thio	bacteria.protein.fa	CKL_RS08440	157	arsC_thio	133	2.9e-26	99.6	0.1	1	1	7.2e-30	3.5e-26	99.4	0.1	2	126	2	132	1	137	0.93	NC_009706	130	0.977443609022556
arsC_thio	bacteria.protein.fa	CHRO_RS13980	133	arsC_thio	133	2.7e-22	86.8	0	1	1	6.7e-26	3.2e-22	86.5	0	8	130	2	124	1	127	0.91	NC_019695	122	0.917293233082707
arsC_thio	bacteria.protein.fa	CH51_RS09960	131	arsC_thio	133	2.2e-76	261.8	0.7	1	1	5.1e-80	2.5e-76	261.7	0.7	1	131	1	131	1	131	0.99	NZ_CP007499	130	0.977443609022556
arsC_thio	bacteria.protein.fa	CGTRNA_RS07580	213	arsC_thio	133	2.9e-12	54.3	0	1	1	1.1e-15	5.3e-12	53.5	0	6	129	84	205	81	209	0.92	NC_006958	121	0.909774436090226
arsC_thio	bacteria.protein.fa	CGTRNA_RS07575	140	arsC_thio	133	5.8e-18	72.8	0	1	1	1.3e-21	6.4e-18	72.6	0	5	129	6	133	1	137	0.9	NC_006958	127	0.954887218045113
arsC_thio	bacteria.protein.fa	CGTRNA_RS01395	129	arsC_thio	133	3.3e-19	76.8	0	1	1	8e-23	3.9e-19	76.5	0	4	127	2	125	1	128	0.95	NC_006958	123	0.924812030075188
arsC_thio	bacteria.protein.fa	CGR_RS08200	213	arsC_thio	133	3.6e-12	54	0	1	1	1.1e-15	5.4e-12	53.4	0	6	129	84	205	81	209	0.92	NC_009342	121	0.909774436090226
arsC_thio	bacteria.protein.fa	CGR_RS08195	140	arsC_thio	133	2.8e-16	67.3	0	1	1	6.6e-20	3.2e-16	67.1	0	4	128	5	132	2	137	0.91	NC_009342	127	0.954887218045113
arsC_thio	bacteria.protein.fa	CFU_RS16505	166	arsC_thio	133	1e-16	68.7	0	1	1	2.8e-20	1.4e-16	68.3	0	6	129	8	142	1	144	0.87	NC_015856	134	1.00751879699248
arsC_thio	bacteria.protein.fa	CFLA_RS18380	150	arsC_thio	133	3.9e-23	89.5	0	1	1	9.6e-27	4.6e-23	89.3	0	3	127	16	138	14	143	0.92	NC_014151	122	0.917293233082707
arsC_thio	bacteria.protein.fa	CFLA_RS18355	140	arsC_thio	133	8.1e-12	52.9	0	1	1	2.2e-15	1.1e-11	52.5	0	3	128	13	134	11	138	0.92	NC_014151	121	0.909774436090226
arsC_thio	bacteria.protein.fa	CFLA_RS01950	150	arsC_thio	133	6.1e-22	85.6	0	1	1	1.5e-25	7.2e-22	85.4	0	5	126	18	137	14	143	0.92	NC_014151	119	0.894736842105263
arsC_thio	bacteria.protein.fa	CE_RS07490	138	arsC_thio	133	7.3e-16	65.9	0	1	1	1.8e-19	8.6e-16	65.7	0	6	129	7	133	2	136	0.91	NC_004369	126	0.947368421052632
arsC_thio	bacteria.protein.fa	CE_RS04510	138	arsC_thio	133	1.8e-21	84.1	0	1	1	4.7e-25	2.3e-21	83.8	0	6	128	11	131	7	135	0.92	NC_004369	120	0.902255639097744
arsC_thio	bacteria.protein.fa	CE_RS04505	139	arsC_thio	133	1.5e-16	68.2	0	1	1	3.5e-20	1.7e-16	68	0	6	129	7	133	2	137	0.91	NC_004369	126	0.947368421052632
arsC_thio	bacteria.protein.fa	CDBH8_RS00425	139	arsC_thio	133	1.4e-15	65	0	1	1	3.6e-19	1.7e-15	64.7	0	5	128	6	132	2	136	0.91	NC_016800	126	0.947368421052632
arsC_thio	bacteria.protein.fa	CD58_RS11390	156	arsC_thio	133	3.1e-12	54.2	0	1	1	7.9e-16	3.8e-12	53.9	0	6	128	3	133	1	136	0.87	NZ_CP007410	130	0.977443609022556
arsC_thio	bacteria.protein.fa	CD58_RS03850	156	arsC_thio	133	8.5e-13	56	0	1	1	2.2e-16	1e-12	55.7	0	6	129	3	134	1	137	0.84	NZ_CP007410	131	0.984962406015038
arsC_thio	bacteria.protein.fa	CCEL_RS05360	137	arsC_thio	133	3.4e-20	80	0.2	1	1	8.1e-24	3.9e-20	79.8	0.2	1	130	1	128	1	131	0.89	NC_011898	127	0.954887218045113
arsC_thio	bacteria.protein.fa	CCALI_RS11165	155	arsC_thio	133	2.2e-32	119.4	0	1	1	5.4e-36	2.6e-32	119.2	0	3	127	2	132	1	138	0.94	NC_021487	130	0.977443609022556
arsC_thio	bacteria.protein.fa	CBEI_RS10950	137	arsC_thio	133	4.1e-20	79.7	0.1	1	1	9.6e-24	4.6e-20	79.5	0.1	4	131	3	128	1	130	0.88	NC_009617	125	0.93984962406015
arsC_thio	bacteria.protein.fa	CBDB_RS00700	137	arsC_thio	133	4.3e-11	50.5	0	1	1	1e-14	4.9e-11	50.3	0	5	128	6	128	1	133	0.92	NC_007356	122	0.917293233082707
arsC_thio	bacteria.protein.fa	CAUL_RS08900	179	arsC_thio	133	7.1e-12	53	0	1	1	2.1e-15	1e-11	52.6	0	6	110	12	124	9	150	0.82	NC_010338	112	0.842105263157895
arsC_thio	bacteria.protein.fa	CAG_RS02120	142	arsC_thio	133	5.6e-29	108.4	0	1	1	1.4e-32	6.7e-29	108.2	0	6	130	5	136	2	139	0.92	NC_007514	131	0.984962406015038
arsC_thio	bacteria.protein.fa	CACI_RS42510	229	arsC_thio	133	1.1e-11	52.4	0	1	1	3.3e-15	1.6e-11	51.9	0	6	125	90	207	87	213	0.9	NC_013131	117	0.879699248120301
arsC_thio	bacteria.protein.fa	CACI_RS42505	139	arsC_thio	133	9.2e-22	85	0	1	1	2.3e-25	1.1e-21	84.8	0	3	129	5	129	3	133	0.91	NC_013131	124	0.932330827067669
arsC_thio	bacteria.protein.fa	CACI_RS26840	137	arsC_thio	133	3.3e-22	86.5	0	1	1	7.8e-26	3.8e-22	86.3	0	3	129	6	130	4	134	0.91	NC_013131	124	0.932330827067669
arsC_thio	bacteria.protein.fa	CABTHER_RS00815	133	arsC_thio	133	1e-25	97.9	0	1	1	2.3e-29	1.1e-25	97.7	0	4	129	2	128	1	132	0.88	NC_016024	126	0.947368421052632
arsC_thio	bacteria.protein.fa	C663_RS20045	139	arsC_thio	133	6.5e-77	263.5	0.1	1	1	1.5e-80	7.2e-77	263.4	0.1	1	132	1	138	1	139	0.99	NC_020244	137	1.03007518796992
arsC_thio	bacteria.protein.fa	C380_RS17905	168	arsC_thio	133	2.7e-11	51.2	0	1	1	7.3e-15	3.5e-11	50.8	0	5	126	5	139	1	144	0.81	NC_018708	134	1.00751879699248
arsC_thio	bacteria.protein.fa	C380_RS15825	165	arsC_thio	133	1.4e-11	52.1	0	1	1	3.8e-15	1.8e-11	51.7	0	7	115	10	123	3	144	0.83	NC_018708	113	0.849624060150376
arsC_thio	bacteria.protein.fa	BYI23_RS13525	171	arsC_thio	133	9.9e-16	65.5	0	1	1	2.7e-19	1.3e-15	65.1	0	3	128	6	142	4	145	0.81	NC_016589	136	1.02255639097744
arsC_thio	bacteria.protein.fa	BURPS668_RS25380	164	arsC_thio	133	8e-14	59.4	0	1	1	2e-17	9.7e-14	59.1	0	6	124	5	137	1	143	0.82	NC_009075	132	0.992481203007519
arsC_thio	bacteria.protein.fa	BURPS1710B_RS20785	164	arsC_thio	133	8e-14	59.4	0	1	1	2e-17	9.7e-14	59.1	0	6	124	5	137	1	143	0.82	NC_007435	132	0.992481203007519
arsC_thio	bacteria.protein.fa	BURPS1106A_RS25240	164	arsC_thio	133	8e-14	59.4	0	1	1	2e-17	9.7e-14	59.1	0	6	124	5	137	1	143	0.82	NC_009078	132	0.992481203007519
arsC_thio	bacteria.protein.fa	BURJV3_RS11705	167	arsC_thio	133	2.1e-16	67.7	0	1	1	5.3e-20	2.6e-16	67.4	0	4	120	3	128	1	138	0.83	NC_015947	125	0.93984962406015
arsC_thio	bacteria.protein.fa	BUPH_RS04400	164	arsC_thio	133	3.9e-15	63.6	0	1	1	9.8e-19	4.7e-15	63.3	0	6	125	5	138	1	143	0.82	NC_018695	133	1
arsC_thio	bacteria.protein.fa	BTRa_RS18980	164	arsC_thio	133	7.7e-13	56.2	0	1	1	1.9e-16	9.3e-13	55.9	0	6	123	5	136	1	143	0.78	NZ_CP004384	131	0.984962406015038
arsC_thio	bacteria.protein.fa	BTOYO_RS12690	146	arsC_thio	133	4.2e-13	57	0	1	1	1.2e-16	5.8e-13	56.6	0	4	128	2	139	1	144	0.78	NC_022781	137	1.03007518796992
arsC_thio	bacteria.protein.fa	BTOYO_RS02150	134	arsC_thio	133	2.9e-74	254.9	0.4	1	1	7.4e-78	3.6e-74	254.7	0.4	2	132	3	133	2	134	0.99	NC_022781	130	0.977443609022556
arsC_thio	bacteria.protein.fa	BTK_RS28320	146	arsC_thio	133	4e-13	57.1	0	1	1	1.1e-16	5.4e-13	56.7	0	4	128	2	139	1	144	0.78	NZ_CP004870	137	1.03007518796992
arsC_thio	bacteria.protein.fa	BTK_RS14180	134	arsC_thio	133	2.7e-74	255.1	0.2	1	1	6.7e-78	3.2e-74	254.8	0.2	2	132	3	133	2	134	0.99	NZ_CP004870	130	0.977443609022556
arsC_thio	bacteria.protein.fa	BTI_RS16325	164	arsC_thio	133	3e-16	67.2	0	1	1	7.4e-20	3.6e-16	67	0	6	124	5	137	1	143	0.81	NC_021173	132	0.992481203007519
arsC_thio	bacteria.protein.fa	BTH_RS04985	164	arsC_thio	133	7.7e-13	56.2	0	1	1	1.9e-16	9.3e-13	55.9	0	6	123	5	136	1	143	0.78	NC_007650	131	0.984962406015038
arsC_thio	bacteria.protein.fa	BTG_RS21490	146	arsC_thio	133	2e-13	58.1	0	1	1	5.9e-17	2.8e-13	57.6	0	4	129	2	140	1	144	0.79	NC_018500	138	1.03759398496241
arsC_thio	bacteria.protein.fa	BTG_RS03350	134	arsC_thio	133	1.9e-73	252.3	0.2	1	1	4.9e-77	2.4e-73	252	0.2	2	132	3	133	2	134	0.99	NC_018500	130	0.977443609022556
arsC_thio	bacteria.protein.fa	BTF1_RS24590	146	arsC_thio	133	2e-13	58.1	0	1	1	5.9e-17	2.8e-13	57.6	0	4	129	2	140	1	144	0.79	NC_018508	138	1.03759398496241
arsC_thio	bacteria.protein.fa	BTF1_RS13045	134	arsC_thio	133	5.3e-73	250.9	0.3	1	1	1.3e-76	6.4e-73	250.6	0.3	2	132	3	133	2	134	0.99	NC_018508	130	0.977443609022556
arsC_thio	bacteria.protein.fa	BTF_RS00510	137	arsC_thio	133	4.3e-11	50.5	0	1	1	1e-14	4.9e-11	50.3	0	5	128	6	128	1	133	0.92	NC_020387	122	0.917293233082707
arsC_thio	bacteria.protein.fa	BTB_RS27150	146	arsC_thio	133	3.3e-14	60.6	0	1	1	8.9e-18	4.3e-14	60.2	0	4	128	2	139	1	144	0.82	NC_018877	137	1.03007518796992
arsC_thio	bacteria.protein.fa	BTB_RS15900	134	arsC_thio	133	8.1e-74	253.5	0.2	1	1	1.9e-77	9.4e-74	253.3	0.2	2	131	3	132	2	134	0.98	NC_018877	129	0.969924812030075
arsC_thio	bacteria.protein.fa	BT_0115	142	arsC_thio	133	9.2e-31	114.2	0	1	1	2.3e-34	1.1e-30	113.9	0	6	129	3	133	1	136	0.93	NC_004663	130	0.977443609022556
arsC_thio	bacteria.protein.fa	BSUW23_RS02825	139	arsC_thio	133	2.8e-76	261.5	0.1	1	1	6.4e-80	3.1e-76	261.3	0.1	1	132	1	138	1	139	0.99	NC_014479	137	1.03007518796992
arsC_thio	bacteria.protein.fa	BSUB_RS19940	150	arsC_thio	133	2.4e-11	51.3	0	1	1	2.2e-14	1.1e-10	49.3	0	6	131	3	144	1	146	0.78	NZ_CP008698	141	1.06015037593985
arsC_thio	bacteria.protein.fa	BSUB_RS13975	139	arsC_thio	133	9.4e-77	263	0.1	1	1	2.2e-80	1e-76	262.9	0.1	1	132	1	138	1	139	0.99	NZ_CP008698	137	1.03007518796992
arsC_thio	bacteria.protein.fa	BSUA_RS19920	150	arsC_thio	133	2.4e-11	51.3	0	1	1	2.2e-14	1.1e-10	49.3	0	6	131	3	144	1	146	0.78	NZ_CP007800	141	1.06015037593985
arsC_thio	bacteria.protein.fa	BSUA_RS13980	139	arsC_thio	133	9.4e-77	263	0.1	1	1	2.2e-80	1e-76	262.9	0.1	1	132	1	138	1	139	0.99	NZ_CP007800	137	1.03007518796992
arsC_thio	bacteria.protein.fa	BSU6051_RS19080	150	arsC_thio	133	2.4e-11	51.3	0	1	1	2.2e-14	1.1e-10	49.3	0	6	131	3	144	1	146	0.78	NC_020507	141	1.06015037593985
arsC_thio	bacteria.protein.fa	BSU6051_RS13375	139	arsC_thio	133	9.4e-77	263	0.1	1	1	2.2e-80	1e-76	262.9	0.1	1	132	1	138	1	139	0.99	NC_020507	137	1.03007518796992
arsC_thio	bacteria.protein.fa	BSU36930	150	arsC_thio	133	2.4e-11	51.3	0	1	1	2.2e-14	1.1e-10	49.3	0	6	131	3	144	1	146	0.78	NC_000964	141	1.06015037593985
arsC_thio	bacteria.protein.fa	BSU25780	139	arsC_thio	133	9.4e-77	263	0.1	1	1	2.2e-80	1e-76	262.9	0.1	1	132	1	138	1	139	0.99	NC_000964	137	1.03007518796992
arsC_thio	bacteria.protein.fa	BSNT_RS19655	150	arsC_thio	133	2.5e-11	51.3	0	1	1	2.2e-14	1.1e-10	49.2	0	6	131	3	144	1	146	0.78	NC_017196	141	1.06015037593985
arsC_thio	bacteria.protein.fa	BSN5_RS03440	139	arsC_thio	133	9.4e-77	263	0.1	1	1	2.2e-80	1e-76	262.9	0.1	1	132	1	138	1	139	0.99	NC_014976	137	1.03007518796992
arsC_thio	bacteria.protein.fa	BRDCF_RS09130	126	arsC_thio	133	5.4e-23	89	0	1	1	1.3e-26	6e-23	88.9	0	19	131	1	120	1	122	0.9	NZ_CP006772	119	0.894736842105263
arsC_thio	bacteria.protein.fa	BRADO_RS30805	156	arsC_thio	133	1.6e-11	51.9	0	1	1	4.1e-15	2e-11	51.6	0	5	127	13	146	9	152	0.84	NC_009445	133	1
arsC_thio	bacteria.protein.fa	BRADO_RS23720	175	arsC_thio	133	1.7e-13	58.3	0	1	1	4.6e-17	2.2e-13	57.9	0	6	120	8	137	3	145	0.8	NC_009445	129	0.969924812030075
arsC_thio	bacteria.protein.fa	BPUM_RS35120	152	arsC_thio	133	9.8e-12	52.6	0	1	1	8.2e-15	3.9e-11	50.6	0	6	131	3	144	1	146	0.81	NC_009848	141	1.06015037593985
arsC_thio	bacteria.protein.fa	BPSS1432	164	arsC_thio	133	1.1e-13	58.8	0	1	1	2.9e-17	1.4e-13	58.6	0	6	124	5	137	1	143	0.82	NC_006351	132	0.992481203007519
arsC_thio	bacteria.protein.fa	BPRO_RS11025	166	arsC_thio	133	1.7e-11	51.8	0	1	1	4.9e-15	2.3e-11	51.4	0	6	125	8	140	5	145	0.85	NC_007948	132	0.992481203007519
