"db" "query" "genus" "class" "phylum" "Organism"
"ncbi" "Ramlibacter sp. Leaf400" "Ramlibacter" "Betaproteobacteria" "Proteobacteria" "Ramlibacter sp. Leaf400"
"ncbi" "Rubrivivax sp. SCN 70-15" "Rubrivivax" "Betaproteobacteria" "Proteobacteria" "Rubrivivax sp. SCN 70-15"
"ncbi" "Acetobacteraceae bacterium AT-5844" NA "Alphaproteobacteria" "Proteobacteria" "Acetobacteraceae bacterium AT-5844"
"ncbi" "Variovorax sp. OV700" "Variovorax" "Betaproteobacteria" "Proteobacteria" "Variovorax sp. OV700"
"ncbi" "Bradyrhizobium sp. BR 10245" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium sp. BR 10245"
"ncbi" "Alkalilimnicola ehrlichii MLHE-1" "Alkalilimnicola" "Gammaproteobacteria" "Proteobacteria" "Alkalilimnicola ehrlichii MLHE-1"
"ncbi" "Nitrosopumilus sp. BACL13 MAG-121220-bin23" "Nitrosopumilus" NA "Thaumarchaeota" "Nitrosopumilus sp. BACL13 MAG-121220-bin23"
"ncbi" "Nakamurella multipartita DSM 44233" "Nakamurella" "Actinobacteria" "Actinobacteria" "Nakamurella multipartita DSM 44233"
"ncbi" "Humibacillus sp. DSM 29435" "Humibacillus" "Actinobacteria" "Actinobacteria" "Humibacillus sp. DSM 29435"
"ncbi" "Pimelobacter simplex" "Pimelobacter" "Actinobacteria" "Actinobacteria" "Pimelobacter simplex"
"ncbi" "Gemmatimonadetes bacterium SCN 70-22" NA NA "Gemmatimonadetes" "Gemmatimonadetes bacterium SCN 70-22"
"ncbi" "Intrasporangium chromatireducens Q5-1" "Intrasporangium" "Actinobacteria" "Actinobacteria" "Intrasporangium chromatireducens Q5-1"
"ncbi" "Lysobacter enzymogenes" "Lysobacter" "Gammaproteobacteria" "Proteobacteria" "Lysobacter enzymogenes"
"ncbi" "Lysobacter sp. yr284" "Lysobacter" "Gammaproteobacteria" "Proteobacteria" "Lysobacter sp. yr284"
"ncbi" "Rhodanobacter sp. Root561" "Rhodanobacter" "Gammaproteobacteria" "Proteobacteria" "Rhodanobacter sp. Root561"
"ncbi" "Rhodanobacter sp. RIFOXYA1_FULL_67_6" "Rhodanobacter" "Gammaproteobacteria" "Proteobacteria" "Rhodanobacter sp. RIFOXYA1_FULL_67_6"
"ncbi" "Rhodanobacter glycinis" "Rhodanobacter" "Gammaproteobacteria" "Proteobacteria" "Rhodanobacter glycinis"
"ncbi" "Bradyrhizobium sp. CCGE-LA001" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium sp. CCGE-LA001"
"ncbi" "Massilia sp. WG5" "Massilia" "Betaproteobacteria" "Proteobacteria" "Massilia sp. WG5"
"ncbi" "Arenimonas sp. SCN 70-307" "Arenimonas" "Gammaproteobacteria" "Proteobacteria" "Arenimonas sp. SCN 70-307"
"ncbi" "Luteimonas sp. FCS-9" "Luteimonas" "Gammaproteobacteria" "Proteobacteria" "Luteimonas sp. FCS-9"
"ncbi" "Mesorhizobium plurifarium" "Mesorhizobium" "Alphaproteobacteria" "Proteobacteria" "Mesorhizobium plurifarium"
"ncbi" "Devosia sp. 17-2-E-8" "Devosia" "Alphaproteobacteria" "Proteobacteria" "Devosia sp. 17-2-E-8"
"ncbi" "Lysobacter capsici" "Lysobacter" "Gammaproteobacteria" "Proteobacteria" "Lysobacter capsici"
"ncbi" "Rhodanobacter sp. OK091" "Rhodanobacter" "Gammaproteobacteria" "Proteobacteria" "Rhodanobacter sp. OK091"
"ncbi" "Serratia plymuthica PRI-2C" "Serratia" "Gammaproteobacteria" "Proteobacteria" "Serratia plymuthica PRI-2C"
"ncbi" "Ramlibacter tataouinensis" "Ramlibacter" "Betaproteobacteria" "Proteobacteria" "Ramlibacter tataouinensis"
"ncbi" "Gemmatimonadetes bacterium 13_1_40CM_3_69_22" NA NA "Gemmatimonadetes" "Gemmatimonadetes bacterium 13_1_40CM_3_69_22"
"ncbi" "Rhizobium sp. Root1220" "Rhizobium" "Alphaproteobacteria" "Proteobacteria" "Rhizobium sp. Root1220"
"ncbi" "Rhodopseudomonas sp. AAP120" "Rhodopseudomonas" "Alphaproteobacteria" "Proteobacteria" "Rhodopseudomonas sp. AAP120"
"ncbi" "Methylobacterium sp. Leaf100" "Methylobacterium" "Alphaproteobacteria" "Proteobacteria" "Methylobacterium sp. Leaf100"
"ncbi" "Mesorhizobium sp. L48C026A00" "Mesorhizobium" "Alphaproteobacteria" "Proteobacteria" "Mesorhizobium sp. L48C026A00"
"ncbi" "Sphingomonas sp. SCN 67-18" "Sphingomonas" "Alphaproteobacteria" "Proteobacteria" "Sphingomonas sp. SCN 67-18"
"ncbi" "Candidatus Muproteobacteria bacterium RBG_16_60_9" NA "Candidatus Muproteobacteria" "Proteobacteria" "Candidatus Muproteobacteria bacterium RBG_16_60_9"
"ncbi" "Hahella chejuensis KCTC 2396" "Hahella" "Gammaproteobacteria" "Proteobacteria" "Hahella chejuensis KCTC 2396"
"ncbi" "bacterium YEK0313" NA NA NA "bacterium YEK0313"
"ncbi" "Bradyrhizobium sp. AS23.2" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium sp. AS23.2"
"ncbi" "Mesorhizobium sp. WSM1497" "Mesorhizobium" "Alphaproteobacteria" "Proteobacteria" "Mesorhizobium sp. WSM1497"
"ncbi" "Bradyrhizobium arachidis" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium arachidis"
"ncbi" "Bradyrhizobium sp. NAS96.2" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium sp. NAS96.2"
"ncbi" "Devosia sp. 67-54" "Devosia" "Alphaproteobacteria" "Proteobacteria" "Devosia sp. 67-54"
"ncbi" "Filomicrobium insigne" "Filomicrobium" "Alphaproteobacteria" "Proteobacteria" "Filomicrobium insigne"
"ncbi" "Microbulbifer yueqingensis" "Microbulbifer" "Gammaproteobacteria" "Proteobacteria" "Microbulbifer yueqingensis"
"ncbi" "Bradyrhizobium diazoefficiens SEMIA 5080" "Bradyrhizobium" "Alphaproteobacteria" "Proteobacteria" "Bradyrhizobium diazoefficiens SEMIA 5080"
"ncbi" "Alicyclobacillus ferrooxydans" "Alicyclobacillus" "Bacilli" "Firmicutes" "Alicyclobacillus ferrooxydans"
"ncbi" "Sphingobacteriales bacterium 50-39" NA "Sphingobacteriia" "Bacteroidetes" "Sphingobacteriales bacterium 50-39"
"ncbi" "Thalassobius gelatinovorus" "Thalassobius" "Alphaproteobacteria" "Proteobacteria" "Thalassobius gelatinovorus"
"ncbi" "Amphritea atlantica" "Amphritea" "Gammaproteobacteria" "Proteobacteria" "Amphritea atlantica"
"ncbi" "Deltaproteobacteria bacterium RBG_16_49_23" NA "Deltaproteobacteria" "Proteobacteria" "Deltaproteobacteria bacterium RBG_16_49_23"
"ncbi" "Desulfurispirillum indicum S5" "Desulfurispirillum" "Chrysiogenetes" "Chrysiogenetes" "Desulfurispirillum indicum S5"
"ncbi" "marine sediment metagenome" NA NA NA "marine sediment metagenome"
"ncbi" "Deltaproteobacteria bacterium RBG_13_49_15" NA "Deltaproteobacteria" "Proteobacteria" "Deltaproteobacteria bacterium RBG_13_49_15"
"ncbi" "Spirochaeta sp. JC202" "Spirochaeta" "Spirochaetia" "Spirochaetes" "Spirochaeta sp. JC202"
"ncbi" "Desulfobacterales bacterium S7086C20" NA "Deltaproteobacteria" "Proteobacteria" "Desulfobacterales bacterium S7086C20"
"ncbi" "Deltaproteobacteria bacterium RBG_19FT_COMBO_46_12" NA "Deltaproteobacteria" "Proteobacteria" "Deltaproteobacteria bacterium RBG_19FT_COMBO_46_12"
"ncbi" "Thioalkalivibrio nitratireducens DSM 14787" "Thioalkalivibrio" "Gammaproteobacteria" "Proteobacteria" "Thioalkalivibrio nitratireducens DSM 14787"
"ncbi" "Thiolapillus brandeum" "Thiolapillus" "Gammaproteobacteria" "Proteobacteria" "Thiolapillus brandeum"
"ncbi" "Oleiphilus sp. HI0043" "Oleiphilus" "Gammaproteobacteria" "Proteobacteria" "Oleiphilus sp. HI0043"
"ncbi" "Dietzia sp. UCD-THP" "Dietzia" "Actinobacteria" "Actinobacteria" "Dietzia sp. UCD-THP"
"ncbi" "Thalassobaculum litoreum DSM 18839" "Thalassobaculum" "Alphaproteobacteria" "Proteobacteria" "Thalassobaculum litoreum DSM 18839"
"ncbi" "Methylophaga nitratireducenticrescens" "Methylophaga" "Gammaproteobacteria" "Proteobacteria" "Methylophaga nitratireducenticrescens"
"ncbi" "Idiomarina zobellii" "Idiomarina" "Gammaproteobacteria" "Proteobacteria" "Idiomarina zobellii"
"ncbi" "Zhongshania aliphaticivorans" "Zhongshania" "Gammaproteobacteria" "Proteobacteria" "Zhongshania aliphaticivorans"
"ncbi" "Sulfurovum sp. AR" "Sulfurovum" "Epsilonproteobacteria" "Proteobacteria" "Sulfurovum sp. AR"
"ncbi" "Marinobacter sp. AK21" "Marinobacter" "Gammaproteobacteria" "Proteobacteria" "Marinobacter sp. AK21"
"ncbi" "alpha proteobacterium BAL199" NA "Alphaproteobacteria" "Proteobacteria" "alpha proteobacterium BAL199"
"ncbi" "Neisseria sp. GT4A_CT1" "Neisseria" "Betaproteobacteria" "Proteobacteria" "Neisseria sp. GT4A_CT1"
"ncbi" "Pantoea sp. At-9b" "Pantoea" "Gammaproteobacteria" "Proteobacteria" "Pantoea sp. At-9b"
"ncbi" "Gammaproteobacteria bacterium SG8_31" NA "Gammaproteobacteria" "Proteobacteria" "Gammaproteobacteria bacterium SG8_31"
"ncbi" "Pseudohongiella acticola" "Pseudohongiella" "Gammaproteobacteria" "Proteobacteria" "Pseudohongiella acticola"
"ncbi" "Oleiphilus sp. HI0066" "Oleiphilus" "Gammaproteobacteria" "Proteobacteria" "Oleiphilus sp. HI0066"
"ncbi" "Pseudomonas jinjuensis" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas jinjuensis"
"ncbi" "endosymbiont of Loripes lucinalis" "Candidatus Thiodiazotropha" "Gammaproteobacteria" "Proteobacteria" "endosymbiont of Loripes lucinalis"
"ncbi" "Pseudomonas putida" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas putida"
"ncbi" "Solemya velum gill symbiont" NA "Gammaproteobacteria" "Proteobacteria" "Solemya velum gill symbiont"
"ncbi" "Rhodanobacter sp. 115" "Rhodanobacter" "Gammaproteobacteria" "Proteobacteria" "Rhodanobacter sp. 115"
"ncbi" "Methyloceanibacter stevinii" "Methyloceanibacter" "Alphaproteobacteria" "Proteobacteria" "Methyloceanibacter stevinii"
"ncbi" "Oceanospirillum sp. MED92" "Neptuniibacter" "Gammaproteobacteria" "Proteobacteria" "Oceanospirillum sp. MED92"
"ncbi" "Mariprofundus ferrooxydans PV-1" "Mariprofundus" "Zetaproteobacteria" "Proteobacteria" "Mariprofundus ferrooxydans PV-1"
"ncbi" "Pseudoalteromonas luteoviolacea H33" "Pseudoalteromonas" "Gammaproteobacteria" "Proteobacteria" "Pseudoalteromonas luteoviolacea H33"
"ncbi" "Pseudomonas deceptionensis" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas deceptionensis"
"ncbi" "Asticcacaulis sp. AC402" "Asticcacaulis" "Alphaproteobacteria" "Proteobacteria" "Asticcacaulis sp. AC402"
"ncbi" "Gammaproteobacteria bacterium SG8_15" NA "Gammaproteobacteria" "Proteobacteria" "Gammaproteobacteria bacterium SG8_15"
"ncbi" "Gammaproteobacteria bacterium RBG_16_51_14" NA "Gammaproteobacteria" "Proteobacteria" "Gammaproteobacteria bacterium RBG_16_51_14"
"ncbi" "Candidatus Thiodiazotropha endolucinida" "Candidatus Thiodiazotropha" "Gammaproteobacteria" "Proteobacteria" "Candidatus Thiodiazotropha endolucinida"
"ncbi" "Methylomonas lenta" "Methylomonas" "Gammaproteobacteria" "Proteobacteria" "Methylomonas lenta"
"ncbi" "Thioalkalivibrio sp. K90mix" "Thioalkalivibrio" "Gammaproteobacteria" "Proteobacteria" "Thioalkalivibrio sp. K90mix"
"ncbi" "Pantoea dispersa" "Pantoea" "Gammaproteobacteria" "Proteobacteria" "Pantoea dispersa"
"ncbi" "Methyloceanibacter methanicus" "Methyloceanibacter" "Alphaproteobacteria" "Proteobacteria" "Methyloceanibacter methanicus"
"ncbi" "Burkholderia pseudomallei 1710b" "Burkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia pseudomallei 1710b"
"ncbi" "Shewanella frigidimarina NCIMB 400" "Shewanella" "Gammaproteobacteria" "Proteobacteria" "Shewanella frigidimarina NCIMB 400"
"ncbi" "Thioalkalivibrio sulfidophilus HL-EbGr7" "Thioalkalivibrio" "Gammaproteobacteria" "Proteobacteria" "Thioalkalivibrio sulfidophilus HL-EbGr7"
"ncbi" "Serratia marcescens" "Serratia" "Gammaproteobacteria" "Proteobacteria" "Serratia marcescens"
"ncbi" "Marinobacter sp. ES-1" "Marinobacter" "Gammaproteobacteria" "Proteobacteria" "Marinobacter sp. ES-1"
"ncbi" "Idiomarina loihiensis L2TR" "Idiomarina" "Gammaproteobacteria" "Proteobacteria" "Idiomarina loihiensis L2TR"
"ncbi" "Serratia plymuthica AS9" "Serratia" "Gammaproteobacteria" "Proteobacteria" "Serratia plymuthica AS9"
"ncbi" "Pseudomonas sp. 1-7" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas sp. 1-7"
"ncbi" "Pseudomonas sp. M47T1" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas sp. M47T1"
"ncbi" "Vibrio caribbeanicus" "Vibrio" "Gammaproteobacteria" "Proteobacteria" "Vibrio caribbeanicus"
"ncbi" "Microbulbifer thermotolerans" "Microbulbifer" "Gammaproteobacteria" "Proteobacteria" "Microbulbifer thermotolerans"
"ncbi" "Marinobacter pelagius" "Marinobacter" "Gammaproteobacteria" "Proteobacteria" "Marinobacter pelagius"
"ncbi" "Photobacterium galatheae" "Photobacterium" "Gammaproteobacteria" "Proteobacteria" "Photobacterium galatheae"
"ncbi" "Thiotrichales bacterium SG8_50" NA "Gammaproteobacteria" "Proteobacteria" "Thiotrichales bacterium SG8_50"
"ncbi" "Myxococcales bacterium SG8_38_1" NA "Deltaproteobacteria" "Proteobacteria" "Myxococcales bacterium SG8_38_1"
"ncbi" "Pseudomonas sp. CMAA1215" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas sp. CMAA1215"
"ncbi" "Thioalkalivibrio paradoxus ARh 1" "Thioalkalivibrio" "Gammaproteobacteria" "Proteobacteria" "Thioalkalivibrio paradoxus ARh 1"
"ncbi" "Crenobacter luteus" "Crenobacter" "Betaproteobacteria" "Proteobacteria" "Crenobacter luteus"
"ncbi" "Marinobacter lutaoensis" "Marinobacter" "Gammaproteobacteria" "Proteobacteria" "Marinobacter lutaoensis"
"ncbi" "Oceanobacter sp. HI0075" "Oleibacter" "Gammaproteobacteria" "Proteobacteria" "Oceanobacter sp. HI0075"
"ncbi" "Pseudoalteromonas luteoviolacea 2ta16" "Pseudoalteromonas" "Gammaproteobacteria" "Proteobacteria" "Pseudoalteromonas luteoviolacea 2ta16"
"ncbi" "Tepidicaulis marinus" "Tepidicaulis" "Alphaproteobacteria" "Proteobacteria" "Tepidicaulis marinus"
"ncbi" "Rhizobiales bacterium NRL2" NA "Alphaproteobacteria" "Proteobacteria" "Rhizobiales bacterium NRL2"
"ncbi" "Methylothermaceae bacteria B42" NA "Gammaproteobacteria" "Proteobacteria" "Methylothermaceae bacteria B42"
"ncbi" "Pontibacter sp. BAB1700" "Pontibacter" "Cytophagia" "Bacteroidetes" "Pontibacter sp. BAB1700"
"ncbi" "Endozoicomonas numazuensis" "Endozoicomonas" "Gammaproteobacteria" "Proteobacteria" "Endozoicomonas numazuensis"
"ncbi" "Pseudoalteromonas translucida KMM 520" "Pseudoalteromonas" "Gammaproteobacteria" "Proteobacteria" "Pseudoalteromonas translucida KMM 520"
"ncbi" "Shewanella amazonensis SB2B" "Shewanella" "Gammaproteobacteria" "Proteobacteria" "Shewanella amazonensis SB2B"
"ncbi" "Methyloceanibacter superfactus" "Methyloceanibacter" "Alphaproteobacteria" "Proteobacteria" "Methyloceanibacter superfactus"
"ncbi" "Halocynthiibacter arcticus" "Halocynthiibacter" "Alphaproteobacteria" "Proteobacteria" "Halocynthiibacter arcticus"
"ncbi" "Pantoea sp. PSNIH2" "Pantoea" "Gammaproteobacteria" "Proteobacteria" "Pantoea sp. PSNIH2"
"ncbi" "Marinobacterium sp. ST58-10" "Marinobacterium" "Gammaproteobacteria" "Proteobacteria" "Marinobacterium sp. ST58-10"
"ncbi" "methanotrophic endosymbiont of Bathymodiolus azoricus (Menez Gwen)" NA NA NA "methanotrophic endosymbiont of Bathymodiolus azoricus (Menez Gwen)"
"ncbi" "Burkholderia panaciterrae" "Paraburkholderia" "Betaproteobacteria" "Proteobacteria" "Burkholderia panaciterrae"
"ncbi" "Spongiibacter sp. IMCC21906" "Spongiibacter" "Gammaproteobacteria" "Proteobacteria" "Spongiibacter sp. IMCC21906"
"ncbi" "Cronobacter malonaticus LMG 23826" "Cronobacter" "Gammaproteobacteria" "Proteobacteria" "Cronobacter malonaticus LMG 23826"
"ncbi" "Microbulbifer sp. ZGT114" "Microbulbifer" "Gammaproteobacteria" "Proteobacteria" "Microbulbifer sp. ZGT114"
"ncbi" "endosymbiont of Riftia pachyptila (vent Ph05)" NA NA NA "endosymbiont of Riftia pachyptila (vent Ph05)"
"ncbi" "Acidihalobacter prosperus" "Acidihalobacter" "Gammaproteobacteria" "Proteobacteria" "Acidihalobacter prosperus"
"ncbi" "Paenibacillus odorifer" "Paenibacillus" "Bacilli" "Firmicutes" "Paenibacillus odorifer"
"ncbi" "Lactobacillus heilongjiangensis" "Lactobacillus" "Bacilli" "Firmicutes" "Lactobacillus heilongjiangensis"
"ncbi" "Geobacillus sp. C56-T3" "Geobacillus" "Bacilli" "Firmicutes" "Geobacillus sp. C56-T3"
"ncbi" "Enterococcus faecium" "Enterococcus" "Bacilli" "Firmicutes" "Enterococcus faecium"
"ncbi" "Paenibacillus polymyxa" "Paenibacillus" "Bacilli" "Firmicutes" "Paenibacillus polymyxa"
"ncbi" "Bacillus wakoensis JCM 9140" "Bacillus" "Bacilli" "Firmicutes" "Bacillus wakoensis JCM 9140"
"ncbi" "Desulfotomaculum australicum DSM 11792" "Desulfotomaculum" "Clostridia" "Firmicutes" "Desulfotomaculum australicum DSM 11792"
"ncbi" "Desmospora sp. 8437" "Desmospora" "Bacilli" "Firmicutes" "Desmospora sp. 8437"
"ncbi" "Alicyclobacillus sp. USBA-503" "Alicyclobacillus" "Bacilli" "Firmicutes" "Alicyclobacillus sp. USBA-503"
"ncbi" "Lactobacillus buchneri NRRL B-30929" "Lactobacillus" "Bacilli" "Firmicutes" "Lactobacillus buchneri NRRL B-30929"
"ncbi" "Geobacillus sp. Y4.1MC1" "Geobacillus" "Bacilli" "Firmicutes" "Geobacillus sp. Y4.1MC1"
"ncbi" "Lactobacillus mali KCTC 3596 = DSM 20444" "Lactobacillus" "Bacilli" "Firmicutes" "Lactobacillus mali KCTC 3596 = DSM 20444"
"ncbi" "Geobacillus sp. A1" "Geobacillus" "Bacilli" "Firmicutes" "Geobacillus sp. A1"
"ncbi" "Lactobacillus reuteri SD2112" "Lactobacillus" "Bacilli" "Firmicutes" "Lactobacillus reuteri SD2112"
"ncbi" "Enterococcus sp. kppr-6" "Enterococcus" "Bacilli" "Firmicutes" "Enterococcus sp. kppr-6"
"ncbi" "Bacillus licheniformis DSM 13 = ATCC 14580" "Bacillus" "Bacilli" "Firmicutes" "Bacillus licheniformis DSM 13 = ATCC 14580"
"ncbi" "Paenibacillus sp. FSL R7-0273" "Paenibacillus" "Bacilli" "Firmicutes" "Paenibacillus sp. FSL R7-0273"
"ncbi" "Proteobacteria bacterium CG1_02_64_396" NA NA "Proteobacteria" "Proteobacteria bacterium CG1_02_64_396"
"ncbi" "Lactobacillus spicheri" "Lactobacillus" "Bacilli" "Firmicutes" "Lactobacillus spicheri"
"ncbi" "Bacillus sp. FJAT-21945" "Bacillus" "Bacilli" "Firmicutes" "Bacillus sp. FJAT-21945"
"ncbi" "Alicyclobacillus macrosporangiidus" "Alicyclobacillus" "Bacilli" "Firmicutes" "Alicyclobacillus macrosporangiidus"
"ncbi" "Bacillus hemicellulosilyticus JCM 9152" "Bacillus" "Bacilli" "Firmicutes" "Bacillus hemicellulosilyticus JCM 9152"
"ncbi" "Anoxybacillus sp. SK3-4" "Anoxybacillus" "Bacilli" "Firmicutes" "Anoxybacillus sp. SK3-4"
"ncbi" "Geobacillus sp. WCH70" "Geobacillus" "Bacilli" "Firmicutes" "Geobacillus sp. WCH70"
"ncbi" "Bacillus subterraneus" "Bacillus" "Bacilli" "Firmicutes" "Bacillus subterraneus"
"ncbi" "Desulfuribacillus alkaliarsenatis" "Desulfuribacillus" "Bacilli" "Firmicutes" "Desulfuribacillus alkaliarsenatis"
"ncbi" "Paenibacillus sp. 32O-W" "Paenibacillus" "Bacilli" "Firmicutes" "Paenibacillus sp. 32O-W"
"ncbi" "Bacillus licheniformis" "Bacillus" "Bacilli" "Firmicutes" "Bacillus licheniformis"
"ncbi" "Bacillus clausii KSM-K16" "Bacillus" "Bacilli" "Firmicutes" "Bacillus clausii KSM-K16"
"ncbi" "Paenibacillus sp. DMB5" "Paenibacillus" "Bacilli" "Firmicutes" "Paenibacillus sp. DMB5"
"ncbi" "Thermoactinomyces sp. DSM 45892" "Thermoactinomyces" "Bacilli" "Firmicutes" "Thermoactinomyces sp. DSM 45892"
"ncbi" "Lihuaxuella thermophila" "Lihuaxuella" "Bacilli" "Firmicutes" "Lihuaxuella thermophila"
"ncbi" "Geomicrobium sp. JCM 19039" NA "Bacilli" "Firmicutes" "Geomicrobium sp. JCM 19039"
"ncbi" "Bacillus subtilis" "Bacillus" "Bacilli" "Firmicutes" "Bacillus subtilis"
"ncbi" "Parageobacillus thermantarcticus" "Parageobacillus" "Bacilli" "Firmicutes" "Parageobacillus thermantarcticus"
"ncbi" "Desulfotomaculum kuznetsovii DSM 6115" "Desulfotomaculum" "Clostridia" "Firmicutes" "Desulfotomaculum kuznetsovii DSM 6115"
"ncbi" "Lactobacillus oligofermentans DSM 15707 = LMG 22743" "Lactobacillus" "Bacilli" "Firmicutes" "Lactobacillus oligofermentans DSM 15707 = LMG 22743"
"ncbi" "Zetaproteobacteria bacterium CG1_02_49_23" NA "Zetaproteobacteria" "Proteobacteria" "Zetaproteobacteria bacterium CG1_02_49_23"
"ncbi" "Rhodopirellula baltica SH 1" "Rhodopirellula" "Planctomycetia" "Planctomycetes" "Rhodopirellula baltica SH 1"
"ncbi" "Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7" "Salmonella" "Gammaproteobacteria" "Proteobacteria" "Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7"
"ncbi" "Candidatus Tenderia electrophaga" "Candidatus Tenderia" "Gammaproteobacteria" "Proteobacteria" "Candidatus Tenderia electrophaga"
"ncbi" "sediment metagenome" NA NA NA "sediment metagenome"
"ncbi" "Acidithiobacillales bacterium SM23_46" NA "Acidithiobacillia" "Proteobacteria" "Acidithiobacillales bacterium SM23_46"
"ncbi" "Anaerolineae bacterium SG8_19" NA "Anaerolineae" "Chloroflexi" "Anaerolineae bacterium SG8_19"
"ncbi" "Acidobacteria bacterium RIFCSPLOWO2_02_FULL_61_28" NA NA "Acidobacteria" "Acidobacteria bacterium RIFCSPLOWO2_02_FULL_61_28"
"ncbi" "Planctomycetes bacterium GWC2_45_44" NA NA "Planctomycetes" "Planctomycetes bacterium GWC2_45_44"
"ncbi" "Acidobacteria bacterium 13_1_40CM_2_68_5" NA NA "Acidobacteria" "Acidobacteria bacterium 13_1_40CM_2_68_5"
"ncbi" "Planctomycetes bacterium RBG_19FT_COMBO_48_8" NA NA "Planctomycetes" "Planctomycetes bacterium RBG_19FT_COMBO_48_8"
"ncbi" "Anaerolineae bacterium CG1_02_58_13" NA "Anaerolineae" "Chloroflexi" "Anaerolineae bacterium CG1_02_58_13"
"ncbi" "Candidatus Buchananbacteria bacterium RIFCSPLOWO2_01_FULL_46_12" NA NA "Candidatus Buchananbacteria" "Candidatus Buchananbacteria bacterium RIFCSPLOWO2_01_FULL_46_12"
"ncbi" "Rhodospirillales bacterium RIFCSPLOWO2_12_FULL_67_15" NA "Alphaproteobacteria" "Proteobacteria" "Rhodospirillales bacterium RIFCSPLOWO2_12_FULL_67_15"
"ncbi" "Gracilibacter sp. BRH_c7a" "Gracilibacter" "Clostridia" "Firmicutes" "Gracilibacter sp. BRH_c7a"
"ncbi" "Halomonas daqiaonensis" "Halomonas" "Gammaproteobacteria" "Proteobacteria" "Halomonas daqiaonensis"
"ncbi" "Halomonas sp. ALS9" "Halomonas" "Gammaproteobacteria" "Proteobacteria" "Halomonas sp. ALS9"
"ncbi" "Desulfobacterales bacterium RIFOXYA12_FULL_46_15" NA "Deltaproteobacteria" "Proteobacteria" "Desulfobacterales bacterium RIFOXYA12_FULL_46_15"
"ncbi" "Moritella sp. PE36" "Moritella" "Gammaproteobacteria" "Proteobacteria" "Moritella sp. PE36"
"ncbi" "Vibrio genomosp. F6 str. FF-238" "Vibrio" "Gammaproteobacteria" "Proteobacteria" "Vibrio genomosp. F6 str. FF-238"
"ncbi" "Marinobacter similis" "Marinobacter" "Gammaproteobacteria" "Proteobacteria" "Marinobacter similis"
"ncbi" "Nitrosococcus halophilus Nc 4" "Nitrosococcus" "Gammaproteobacteria" "Proteobacteria" "Nitrosococcus halophilus Nc 4"
"ncbi" "Enterovibrio coralii" "Enterovibrio" "Gammaproteobacteria" "Proteobacteria" "Enterovibrio coralii"
"ncbi" "Thalassolituus oleivorans MIL-1" "Thalassolituus" "Gammaproteobacteria" "Proteobacteria" "Thalassolituus oleivorans MIL-1"
"ncbi" "Methylomonas koyamae" "Methylomonas" "Gammaproteobacteria" "Proteobacteria" "Methylomonas koyamae"
"ncbi" "Marinobacterium georgiense DSM 11526" "Marinobacterium" "Gammaproteobacteria" "Proteobacteria" "Marinobacterium georgiense DSM 11526"
"ncbi" "marine gamma proteobacterium HTCC2207" NA "Gammaproteobacteria" "Proteobacteria" "marine gamma proteobacterium HTCC2207"
"ncbi" "Nitrosococcus watsonii C-113" "Nitrosococcus" "Gammaproteobacteria" "Proteobacteria" "Nitrosococcus watsonii C-113"
"ncbi" "Marinobacterium sp. AK27" "Marinobacterium" "Gammaproteobacteria" "Proteobacteria" "Marinobacterium sp. AK27"
"ncbi" "Oleiphilus sp. HI0065" "Oleiphilus" "Gammaproteobacteria" "Proteobacteria" "Oleiphilus sp. HI0065"
"ncbi" "Acidithiobacillales bacterium SG8_45" NA "Acidithiobacillia" "Proteobacteria" "Acidithiobacillales bacterium SG8_45"
"ncbi" "Edwardsiella ictaluri 93-146" "Edwardsiella" "Gammaproteobacteria" "Proteobacteria" "Edwardsiella ictaluri 93-146"
"ncbi" "Sedimenticola thiotaurini" "Sedimenticola" "Gammaproteobacteria" "Proteobacteria" "Sedimenticola thiotaurini"
"ncbi" "Pseudomonas abietaniphila" "Pseudomonas" "Gammaproteobacteria" "Proteobacteria" "Pseudomonas abietaniphila"
"ncbi" "Gammaproteobacteria bacterium TR3.2" "Immundisolibacter" "Gammaproteobacteria" "Proteobacteria" "Gammaproteobacteria bacterium TR3.2"
"ncbi" "Cedecea neteri" "Cedecea" "Gammaproteobacteria" "Proteobacteria" "Cedecea neteri"
